https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオン松任店　花の郷,石川県,白山市平松町１０２番地１イオン松任店,白山市平松町１０２番地１,イオン松任店,,飲食店営業,,イオンリテール株式会社,井出武美,千葉県千葉市美浜区中瀬1丁目5-1,千葉県千葉市美浜区中瀬１丁目５－１,,043-212-6500,2021.11.1,2021.11.1,新規,第63210271号,,218,イオン松任店　花の郷,076,,,,,石川県　白山市平松町１０２番地１,石川県白山市平松町１０２番地１,イオン松任店,96408,17,17210,平松町,,2021/11/01,2021/11/01,,,イオンリテール株式会社,井出武美,043-212-6500,千葉県千葉市美浜区中瀬１丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,第63210271号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,イオン松任店花の郷9640817210,8e88a5a6-6e41-4d80-a585-0048f50971a4,イオンリテール株式会社67424,b703e269-c857-4a1d-aad0-99975c28769a,b34bdae4-6a2a-45a9-8da2-6b6365a18785,2021/11/01,イオン松任店　花の郷,イオン松任店花の郷,イオンリテール株式会社
イオン松任店　たて花,石川県,白山市平松町１０２番地１イオン松任店,白山市平松町１０２番地１,イオン松任店,,飲食店営業,,イオンリテール株式会社,井出武美,千葉県千葉市美浜区中瀬１丁目５-１,千葉県千葉市美浜区中瀬１丁目５－１,,043-212-6500,2021.11.1,2021.11.1,新規,第63210272号,,218,イオン松任店　たて花,076,,,,,石川県　白山市平松町１０２番地１,石川県白山市平松町１０２番地１,イオン松任店,96408,17,17210,平松町,,2021/11/01,2021/11/01,,,イオンリテール株式会社,井出武美,043-212-6500,千葉県千葉市美浜区中瀬１丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,第63210272号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,イオン松任店たて花9640817210,bea6fa12-51d1-4cef-ae9e-931eaa1c59f6,イオンリテール株式会社67424,b703e269-c857-4a1d-aad0-99975c28769a,c47beb84-c6ae-4855-a490-0e20667eab1e,2021/11/01,イオン松任店　たて花,イオン松任店たて花,イオンリテール株式会社
イオン松任店　直営 水産,石川県,白山市平松町１０２番地１イオン松任店,白山市平松町１０２番地１,イオン松任店,,飲食店営業,,イオンリテール株式会社,井出武美,千葉県千葉市美浜区中瀬１丁目５-１,千葉県千葉市美浜区中瀬１丁目５－１,,043-212-6500,2021.11.1,2021.11.1,新規,第63210273号,,218,イオン松任店　直営 水産,076,,,,,石川県　白山市平松町１０２番地１,石川県白山市平松町１０２番地１,イオン松任店,96408,17,17210,平松町,,2021/11/01,2021/11/01,,,イオンリテール株式会社,井出武美,043-212-6500,千葉県千葉市美浜区中瀬１丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,第63210273号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,イオン松任店直営水産9640817210,6c8e66da-f29d-40f5-a626-3422ef403106,イオンリテール株式会社67424,b703e269-c857-4a1d-aad0-99975c28769a,03a18552-527c-4b7e-b39b-53088a2f17be,2021/11/01,イオン松任店　直営　水産,イオン松任店直営水産,イオンリテール株式会社
イオン松任店　直営 水産,石川県,白山市平松町１０２番地１イオン松任店,白山市平松町１０２番地１,イオン松任店,,魚介類販売業,,イオンリテール株式会社,井出武美,千葉県千葉市美浜区中瀬１丁目５-１,千葉県千葉市美浜区中瀬１丁目５－１,,043-212-6500,2021.11.1,2021.11.1,新規,第63210274号,,218,イオン松任店　直営 水産,076,,,,,石川県　白山市平松町１０２番地１,石川県白山市平松町１０２番地１,イオン松任店,96408,17,17210,平松町,,2021/11/01,2021/11/01,,,イオンリテール株式会社,井出武美,043-212-6500,千葉県千葉市美浜区中瀬１丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,第63210274号,新規,魚介類販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,I,58,,,イオン松任店直営水産9640817210,6c8e66da-f29d-40f5-a626-3422ef403106,イオンリテール株式会社67424,b703e269-c857-4a1d-aad0-99975c28769a,a2226f9a-2e03-4e25-beae-6212090b291d,2021/11/01,イオン松任店　直営　水産,イオン松任店直営水産,イオンリテール株式会社
イオン松任店　直営 畜産,石川県,白山市平松町１０２番地１イオン松任店,白山市平松町１０２番地１,イオン松任店,,食肉販売業,,イオンリテール株式会社,井出武美,千葉県千葉市美浜区中瀬１丁目５-１,千葉県千葉市美浜区中瀬１丁目５－１,,043-212-6500,2021.11.1,2021.11.1,新規,第63210275号,,218,イオン松任店　直営 畜産,076,,,,,石川県　白山市平松町１０２番地１,石川県白山市平松町１０２番地１,イオン松任店,96408,17,17210,平松町,,2021/11/01,2021/11/01,,,イオンリテール株式会社,井出武美,043-212-6500,千葉県千葉市美浜区中瀬１丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,第63210275号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,I,58,583,,イオン松任店直営畜産9640817210,17066f39-d09c-44ca-9066-50484a61d4b7,イオンリテール株式会社67424,b703e269-c857-4a1d-aad0-99975c28769a,56de015a-83b3-4c4d-b263-35362fa4d1cf,2021/11/01,イオン松任店　直営　畜産,イオン松任店直営畜産,イオンリテール株式会社
イオン松任店催事場,石川県,白山市平松町１０２番地１イオン松任店催事場,白山市平松町１０２番地１,イオン松任店催事場,,飲食店営業,,イオンリテール株式会社,井出武美,千葉県千葉市美浜区中瀬１丁目５-１,千葉県千葉市美浜区中瀬１丁目５－１,,043-212-6500,2021.11.1,2021.11.1,新規,第63210276号,,218,イオン松任店催事場,076,,,,,石川県　白山市平松町１０２番地１,石川県白山市平松町１０２番地１,イオン松任店催事場,96408,17,17210,平松町,,2021/11/01,2021/11/01,,,イオンリテール株式会社,井出武美,043-212-6500,千葉県千葉市美浜区中瀬１丁目５－１,千葉県千葉市美浜区中瀬１丁目５－１,,67424,千葉県,千葉市美浜区,中瀬１,第63210276号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,イオン松任店催事場9640817210,41b5a27e-a438-4401-b2dc-4188b14a2fba,イオンリテール株式会社67424,b703e269-c857-4a1d-aad0-99975c28769a,43604648-a7d1-476a-a140-bc379aa8daff,2021/11/01,イオン松任店催事場,イオン松任店催事場,イオンリテール株式会社
かね吉イオン松任店,石川県,白山市平松町102,白山市平松町１０２,,076-223-3123,食肉販売業,,有限会社かね吉木之本店,松並幹雄,滋賀県長浜市木之本町黒田２４６番地１８,滋賀県長浜市木之本町黒田２４６番地１８,,0749-82-4753,2021.11.1,2021.11.1,新規,第63210277号,,218,かね吉イオン松任店,076,076-223-3123,,,,石川県　白山市平松町１０２,石川県白山市平松町１０２,,96408,17,17210,平松町,,2021/11/01,2021/11/01,,,有限会社かね吉木之本店,松並幹雄,0749-82-4753,滋賀県長浜市木之本町黒田２４６番地１８,滋賀県長浜市木ノ本町黒田２４６番地１８,,138839,滋賀県,長浜市,木ノ本町黒田,第63210277号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,I,58,583,,かね吉イオン松任店076-223-31239640817210,4bc8f25d-b117-4a13-988a-8b46002ced25,有限会社かね吉木之本店138839,5e27dd6c-2b57-4d0a-8819-c94db773e7a8,67693bde-8dfc-4155-843d-4a0eb6ab532f,2021/11/01,かね吉イオン松任店,かね吉イオン松任店,有限会社かね吉木之本店
旬彩　和樂,石川県,野々市市押越2丁目3番地,野々市市押越２丁目３番地,,076-248-7776,飲食店営業,,渡辺篤央,,,,,,2021.11.1,2021.11.1,新規,第63210278号,,218,旬彩　和樂,076,076-248-7776,,,,石川県　野々市市押越２丁目３番地,石川県野々市市押越２丁目３番地,,96647,17,17212,押越２,,2021/11/01,2021/11/01,,,,渡辺篤央 ,,,,,,,,,第63210278号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,旬彩和樂076-248-77769664717212,b7b9901e-c6ef-4d28-9ac7-4e5c4caa9ada,,personal,73ddd136-b868-431f-8418-60d7cc7f7685,2021/11/01,旬彩　和樂,旬彩和樂,
マルエー押野店,石川県,野々市市押野6丁目140,野々市市押野６丁目１４０,,076-272-0152,飲食店営業,,株式会社マルエー,山本一郎,白山市鶴来本町１丁目ワ１１１番地,白山市鶴来本町１丁目ワ１１１番地,,076-272-0151,2021.11.1,2021.11.1,新規,第63210279号,,218,マルエー押野店,076,076-272-0152,,,,石川県　野々市市押野６丁目１４０,石川県野々市市押野６丁目１４０,,96653,17,17212,押野６,,2021/11/01,2021/11/01,,,株式会社マルエー,山本一郎,076-272-0151,白山市鶴来本町１丁目ワ１１１番地,石川県白山市鶴来本町１丁目ワ１１１番地,,96344,石川県,白山市,鶴来本町１,第63210279号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,マルエ押野店076-272-01529665317212,ce107125-e031-4b78-99bf-7d4134d0c5c1,株式会社マルエー96344,435ace09-480c-44e7-a404-2f28b5a2dcc3,b229ea36-d6dc-4327-b180-c6025e74b8de,2021/11/01,マルエー押野店,マルエ押野店,株式会社マルエー
マルエー押野店,石川県,野々市市押野6丁目140,野々市市押野６丁目１４０,,076-272-0152,食肉販売業,,株式会社マルエー,山本一郎,白山市鶴来本町１丁目ワ１１１番地,白山市鶴来本町１丁目ワ１１１番地,,076-272-0151,2021.11.1,2021.11.1,新規,第63210280号,,218,マルエー押野店,076,076-272-0152,,,,石川県　野々市市押野６丁目１４０,石川県野々市市押野６丁目１４０,,96653,17,17212,押野６,,2021/11/01,2021/11/01,,,株式会社マルエー,山本一郎,076-272-0151,白山市鶴来本町１丁目ワ１１１番地,石川県白山市鶴来本町１丁目ワ１１１番地,,96344,石川県,白山市,鶴来本町１,第63210280号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,I,58,583,,マルエ押野店076-272-01529665317212,ce107125-e031-4b78-99bf-7d4134d0c5c1,株式会社マルエー96344,435ace09-480c-44e7-a404-2f28b5a2dcc3,59ea59f6-4f41-4e88-b36f-289e834fdb77,2021/11/01,マルエー押野店,マルエ押野店,株式会社マルエー
マルエー押野店,石川県,野々市市押野6丁目140,野々市市押野６丁目１４０,,076-272-0152,魚介類販売業,,株式会社マルエー,山本一郎,白山市鶴来本町１丁目ワ１１１番地,白山市鶴来本町１丁目ワ１１１番地,,076-272-0151,2021.11.1,2021.11.1,新規,第63210281号,,218,マルエー押野店,076,076-272-0152,,,,石川県　野々市市押野６丁目１４０,石川県野々市市押野６丁目１４０,,96653,17,17212,押野６,,2021/11/01,2021/11/01,,,株式会社マルエー,山本一郎,076-272-0151,白山市鶴来本町１丁目ワ１１１番地,石川県白山市鶴来本町１丁目ワ１１１番地,,96344,石川県,白山市,鶴来本町１,第63210281号,新規,魚介類販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,I,58,,,マルエ押野店076-272-01529665317212,ce107125-e031-4b78-99bf-7d4134d0c5c1,株式会社マルエー96344,435ace09-480c-44e7-a404-2f28b5a2dcc3,a01a8e4f-0c34-46c8-b52a-e32b3ee2f6e4,2021/11/01,マルエー押野店,マルエ押野店,株式会社マルエー
tearoomヴィラコスモス,石川県,野々市市高橋町6-20ヴィラコスモス,野々市市高橋町６－２０,ヴィラコスモス,,飲食店営業,,源野知子,,,,,,2021.11.1,2021.11.1,新規,第63210282号,,218,tearoomヴィラコスモス,076,,,,,石川県　野々市市高橋町６－２０,石川県野々市市高橋町６－２０,ヴィラコスモス,96683,17,17212,高橋町,,2021/11/01,2021/11/01,,,,源野知子 ,,,,,,,,,第63210282号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,ｔｅａｒｏｏｍヴィラコスモス9668317212,cdda65d5-263a-4a78-954a-69bc4d8d92c2,,personal,d257ca45-02fc-4e70-b1a4-c5da632f64b0,2021/11/01,ｔｅａｒｏｏｍヴィラコスモス,ｔｅａｒｏｏｍヴィラコスモス,
シャトレーゼ野々市新庄店,石川県,野々市市新庄5丁目１,野々市市新庄５丁目１,,,菓子製造業,,有限会社ハヤシ,林竜也,小松市大島町ヨ72番地,小松市大島町ヨ７２番地,,0761-23-7800,2021.11.1,2021.11.1,新規,第63210283号,,218,シャトレーゼ野々市新庄店,076,,,,,石川県　野々市市新庄５丁目１,石川県野々市市新庄５丁目１,,96676,17,17212,新庄５,,2021/11/01,2021/11/01,,,有限会社ハヤシ,林竜也,0761-23-7800,小松市大島町ヨ７２番地,石川県小松市大島町ヨ７２番地,,95240,石川県,小松市,大島町,第63210283号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,E,9,,,シャトレゼ野市新庄店9667617212,d91ff94b-89c2-4636-9874-41c5cc48a993,有限会社ハヤシ95240,f4bb329f-b062-4349-b9aa-921f2f052b2d,1fb47012-25b1-4c97-80bf-e39f7df46634,2021/11/01,シャトレーゼ野々市新庄店,シャトレゼ野市新庄店,有限会社ハヤシ
東日本10032号店,石川県,野々市市太平寺1丁目302つばきこども園,野々市市太平寺１丁目３０２,つばきこども園,,飲食店営業,,株式会社メフォス東日本,岡田泰紀,東京都港区赤坂2丁目23番1号,東京都港区赤坂２丁目２３番１号,,03-6234-7600,2021.11.1,2021.11.1,新規,第63210284号,,218,東日本10032号店,076,,,,,石川県　野々市市太平寺１丁目３０２,石川県野々市市太平寺１丁目３０２,つばきこども園,96684,17,17212,太平寺１,,2021/11/01,2021/11/01,,,株式会社メフォス東日本,岡田泰紀,03-6234-7600,東京都港区赤坂２丁目２３番１号,東京都港区赤坂２丁目２３番１号,,73047,東京都,港区,赤坂２,第63210284号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,東日本１００３２号店9668417212,8f9561c0-3a1a-43d8-9c8b-8b327016e807,株式会社メフォス東日本73047,e174f581-8f48-42df-9daf-2a374b13559b,17c4a55c-fccb-40a9-8a81-6934e64b4b03,2021/11/01,東日本１００３２号店,東日本１００３２号店,株式会社メフォス東日本
株式会社　林農産,石川県,野々市市藤平160番地,野々市市藤平１６０番地,,,菓子製造業,,株式会社　林農産,林浩陽,野々市市野々市市藤平160番地,野々市市野々市市藤平１６０番地,,,2021.11.1,2021.11.1,新規,第63210285号,,218,株式会社　林農産,076,,,,,石川県　野々市市藤平１６０番地,石川県野々市市藤平１６０番地,,96701,17,17212,藤平,,2021/11/01,2021/11/01,,,株式会社　林農産,林浩陽,,野々市市野々市市藤平１６０番地,石川県野々市市藤平１６０番地,,96701,石川県,野々市市,藤平,第63210285号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,E,9,,,株式会社林農産9670117212,dd9d506d-2033-4d96-8538-38eebaf83bdd,株式会社林農産96701,fb37ff9f-ecde-4577-96e4-24091beb3989,3a1a5f04-e65a-4b34-a28b-a1b4d365eb7a,2021/11/01,株式会社林農産,株式会社林農産,株式会社林農産
八幡のすしべん　野々市二日市店,石川県,野々市市二日市二丁目128,野々市市二日市２丁目１２８,,,飲食店営業,,㈱八幡,久保圭子,羽咋市兵庫町牛10番地,羽咋市兵庫町牛１０番地,,0767-22-0808,2021.11.1,2021.11.1,新規,第63210286号,,218,八幡のすしべん　野々市二日市店,076,,,,,石川県　野々市市二日市２丁目１２８,石川県野々市市二日市２丁目１２８,,96703,17,17212,二日市２,,2021/11/01,2021/11/01,,,㈱八幡,久保圭子,0767-22-0808,羽咋市兵庫町牛１０番地,石川県羽咋市兵庫町牛１０番地,,96102,石川県,羽咋市,兵庫町,第63210286号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,八幡のすしべん野市二日市店9670317212,3b0f142b-dd19-4c12-8830-687939ce260d,株式会社八幡96102,0ac3f9a8-0203-44e2-81f6-eebf97e5ae25,98c336f0-5d1c-4553-9f1d-20171d432c6a,2021/11/01,八幡のすしべん　野々市二日市店,八幡のすしべん野市二日市店,株式会社八幡
いそや,石川県,野々市市本町2-15-6,野々市市本町２－１５－６,,,菓子製造業,,能村昭三,,,,,,2021.11.1,2021.11.1,新規,第63210287号,,218,いそや,076,,,,,石川県　野々市市本町２－１５－６,石川県野々市市本町２－１５－６,,96714,17,17212,本町２,,2021/11/01,2021/11/01,,,,能村昭三 ,,,,,,,,,第63210287号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,E,9,,,いそや9671417212,1b5e17d5-7432-4912-97fc-0c89a6a5c34d,,personal,748c89d5-3b6d-4e99-b810-99b58fbe560d,2021/11/01,いそや,いそや,
萬寿荘　さわだ旅館,石川県,白山市鶴来日詰町カ135,白山市鶴来日詰町カ１３５,,,飲食店営業,,澤田良作,,,,,,2021.11.1,2021.11.1,新規,第63210288号,,218,萬寿荘　さわだ旅館,076,,,,,石川県　白山市鶴来日詰町カ１３５,石川県白山市鶴来日詰町カ１３５,,96342,17,17210,鶴来日詰町,,2021/11/01,2021/11/01,,,,澤田良作 ,,,,,,,,,第63210288号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,萬寿荘さわだ旅館9634217210,63696f46-2e7a-45ce-a399-39659ba68d86,,personal,67df0176-32ee-4146-9b85-228236a5a49e,2021/11/01,萬寿荘　さわだ旅館,萬寿荘さわだ旅館,
斉藤　銈雄,石川県,河北郡津幡町上藤又　トー９８,河北郡津幡町上藤又 トー９８,,,漬物製造業,,斉藤美佳,,,,,,2021.10.1,2021.10.1,新規,第63215069号,,218,斉藤　銈雄,076,,,,,石川県　河北郡津幡町上藤又 トー９８,石川県河北郡津幡町上藤又ト－９８,,701406,17,17361,上藤又,,2021/10/01,2021/10/01,,,,斉藤美佳 ,,,,,,,,,第63215069号,新規,漬物製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,E,9,,,斉藤銈雄70140617361,6d572aa8-5c79-45c3-83af-55b1a234617b,,personal,ee21c1c2-834b-454f-967c-19bfaedb23c2,2021/10/01,斉藤　銈雄,斉藤銈雄,
くつろぎ庵　しおさい,石川県,河北郡内灘町向粟崎１丁目４２２,河北郡内灘町向粟崎１丁目４２２,,,飲食店営業,,上野義明,,,,,,2021.11.1,2021.11.1,新規,第63215070号,,218,くつろぎ庵　しおさい,076,,,,,石川県　河北郡内灘町向粟崎１丁目４２２,石川県河北郡内灘町向粟崎１丁目４２２,,96776,17,17365,向粟崎１,,2021/11/01,2021/11/01,,,,上野義明 ,,,,,,,,,第63215070号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,くつろぎ庵しおさい9677617365,492bad3d-ed1f-40dc-841e-5997ad59c217,,personal,726c81c3-2a63-4708-b808-34f4b3efbd34,2021/11/01,くつろぎ庵　しおさい,くつろぎ庵しおさい,
まるまん,石川県,かほく市外日角ハ８９－３,かほく市外日角ハ８９－３,,,飲食店営業,,高井恵美子,,,,,,2021.11.1,2021.11.1,新規,第63215071号,,218,まるまん,076,,,,,石川県　かほく市外日角ハ８９－３,石川県かほく市外日角ハ８９－３,,96153,17,17209,外日角,,2021/11/01,2021/11/01,,,,高井恵美子 ,,,,,,,,,第63215071号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,まるまん9615317209,1e24eb98-56ab-4676-b725-2dcf53ed4e2e,,personal,bca3145d-8710-4691-b0e9-94a1ffde52a9,2021/11/01,まるまん,まるまん,
レストラン　Ｃacena　（カチェーナ）,石川県,かほく市松浜イ２３,かほく市松浜イ２３,,,飲食店営業,,絈野武利,,,,,,2021.11.1,2021.11.1,新規,第63215072号,,218,レストラン　Ｃacena　（カチェーナ）,076,,,,,石川県　かほく市松浜イ２３,石川県かほく市松浜イ２３,,96167,17,17209,松浜,,2021/11/01,2021/11/01,,,,絈野武利 ,,,,,,,,,第63215072号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,レストランＣａｃｅｎａカチェナ9616717209,2fbc91a2-a169-41bd-b929-514df9648534,,personal,cb6f2277-75c6-476e-bad1-6b98b4a9deab,2021/11/01,レストラン　Ｃａｃｅｎａ　（カチェーナ）,レストランＣａｃｅｎａカチェナ,
福梅食堂,石川県,かほく市木津ハ３９－１,かほく市木津ハ３９－１,,,飲食店営業,,高橋周一,,,,,,2021.11.1,2021.11.1,新規,第63215073号,,218,福梅食堂,076,,,,,石川県　かほく市木津ハ３９－１,石川県かほく市木津ハ３９－１,,96145,17,17209,木津,,2021/11/01,2021/11/01,,,,高橋周一 ,,,,,,,,,第63215073号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,福梅食堂9614517209,51cbdc60-68cf-47eb-878c-e66bf92187fc,,personal,cb76a259-a10f-4a6b-b150-a55b6562c180,2021/11/01,福梅食堂,福梅食堂,
古楽屋,石川県,河北郡津幡町杉瀬ヌ３８－２,河北郡津幡町杉瀬ヌ３８－２,,076-289-3112,飲食店営業,,古本充,,,,,,2021.11.1,2021.11.1,新規,第63215074号,,218,古楽屋,076,076-289-3112,,,,石川県　河北郡津幡町杉瀬ヌ３８－２,石川県河北郡津幡町杉瀬ヌ３８－２,,701407,17,17361,杉瀬,,2021/11/01,2021/11/01,,,,古本充 ,,,,,,,,,第63215074号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,古楽屋076-289-311270140717361,9cbf6e6a-5fa2-48f7-a4af-fa9266d03e0e,,personal,60f3eee1-e052-4aa7-b171-0b52ca0bc8bf,2021/11/01,古楽屋,古楽屋,
中居精肉店,石川県,河北郡内灘町大清台１４３－１,河北郡内灘町大清台１４３－１,,,飲食店営業,,中居義政,,,,,,2021.11.1,2021.11.1,新規,第63215075号,,218,中居精肉店,076,,,,,石川県　河北郡内灘町大清台１４３－１,石川県河北郡内灘町大清台１４３－１,,96736,17,17365,大清台,,2021/11/01,2021/11/01,,,,中居義政 ,,,,,,,,,第63215075号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,M,76,,,中居精肉店9673617365,3ebbacfb-384d-4659-8c46-3d1b0bd928c7,,personal,e50872fd-1162-4f0b-8e36-9d4dc7c1cae0,2021/11/01,中居精肉店,中居精肉店,
中居精肉店,石川県,河北郡内灘町大清台１４３－１,河北郡内灘町大清台１４３－１,,,食肉販売業,,中居義政,,,,,,2021.11.1,2021.11.1,新規,第63215076号,,218,中居精肉店,076,,,,,石川県　河北郡内灘町大清台１４３－１,石川県河北郡内灘町大清台１４３－１,,96736,17,17365,大清台,,2021/11/01,2021/11/01,,,,中居義政 ,,,,,,,,,第63215076号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,I,58,583,,中居精肉店9673617365,3ebbacfb-384d-4659-8c46-3d1b0bd928c7,,personal,9650a882-4cec-4327-93cb-78783fc91be1,2021/11/01,中居精肉店,中居精肉店,
ボングー,石川県,河北郡内灘町向陽台１－２１３,河北郡内灘町向陽台１－２１３,,,菓子製造業,,小林敏純,,,,,,2021.11.1,2021.11.1,新規,第63215077号,,218,ボングー,076,,,,,石川県　河北郡内灘町向陽台１－２１３,石川県河北郡内灘町向陽台１－２１３,,96744,17,17365,向陽台１,,2021/11/01,2021/11/01,,,,小林敏純 ,,,,,,,,,第63215077号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,E,9,,,ボング9674417365,aa1ba765-32df-40c5-add8-a3550ab5f422,,personal,cde2c35f-863b-4aaa-8a5c-7e2a63ffae35,2021/11/01,ボングー,ボング,
氷菓子りつか内灘,石川県,河北郡内灘町千鳥台4-1,河北郡内灘町千鳥台４－１,,,菓子製造業,,株式会社フィアマ,坂本太朗,金沢市本町２丁目２番１１号,金沢市本町２丁目２番１１号,,076-221-6944,2021.10.8,2021.10.8,新規,第63215079号,,218,氷菓子りつか内灘,076,,,,,石川県　河北郡内灘町千鳥台４－１,石川県河北郡内灘町千鳥台４－１,,96765,17,17365,千鳥台４,,2021/10/08,2021/10/08,,,株式会社フィアマ,坂本太朗,076-221-6944,金沢市本町２丁目２番１１号,石川県金沢市本町２丁目２番１１号,,94649,石川県,金沢市,本町２,第63215079号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(6)‗石川中央,E,9,,,氷菓子りつか内灘9676517365,6e76d499-aaf0-4dcc-b962-fffafa9350e7,株式会社フィアマ94649,edc118df-0ed1-4fe6-bcf9-f4e3962111b4,0b698ade-fc73-4cac-b780-290cbe483230,2021/10/08,氷菓子りつか内灘,氷菓子りつか内灘,株式会社フィアマ
