https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード又は市区町村コード,No,都道府県名,市区町村名,営業所名称１,営業所名称２,営業所名称＿ｶﾅ,営業の種類,業態,営業所所在地,,営業所方書,緯度,経度,営業所電話番号,申請者個人名,法人名,法人番号,法人代表者氏名,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
382019,78,愛媛県,松山市,P?tisserie AINO,,パティスリー アイノ,菓子製造業,,松山市一番町3丁目1-1松山三越8階,松山市一番町３丁目１－１,松山三越８階,,,,,株式会社茶玻瑠,,川本栄次,第1102号,2021/10/28,2021/10/28,,2026/12/31,,,,,,377,P?tisserie AINO,089,,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,松山三越８階,193746,38,38201,一番町３,,2021/10/28,2021/10/28,,2026/12/31,株式会社茶玻瑠,川本栄次,,,,,,,,,第1102号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,ＰｔｉｓｓｅｒｉｅＡＩＮＯ19374638201,29a697af-8989-40cd-89b7-0004bce79d94,株式会社茶玻瑠,f3fae4e5-de07-4211-8979-460c3c78b23c,2eb6c58e-38d7-4ce0-bd29-3e4ef3165156,2021/10/28,Ｐ？ｔｉｓｓｅｒｉｅ　ＡＩＮＯ,ＰｔｉｓｓｅｒｉｅＡＩＮＯ,株式会社茶玻瑠
382019,79,愛媛県,松山市,みいきほ,,ミイキホ,菓子製造業,,松山市久万ノ台704-2リディアセピア102,松山市久万ノ台７０４－２,リディアセピア１０２,,,,玉井牧,,,,第1104号,2021/10/28,2021/10/28,,2026/12/31,,,,,,377,みいきほ,089,,,,,松山市久万ノ台７０４－２,愛媛県松山市久万ノ台７０４－２,リディアセピア１０２,193853,38,38201,久万ノ台,,2021/10/28,2021/10/28,,2026/12/31,,玉井牧  ,,,,,,,,,第1104号,,菓子製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,みいきほ19385338201,186273e6-3529-4cd1-81ad-af35384d9cc5,,personal,357a1acc-a925-4b9d-8505-8304caea0750,2021/10/28,みいきほ,みいきほ,
382019,80,愛媛県,松山市,オルシヴァル,,オルシヴァル,アイスクリーム類製造業,,松山市南土居町５３８－１,松山市南土居町５３８－１,,,,089-970-9332,,株式会社Ｏｒｃｉｖａｌ,,髙橋直美,第1012号,2021/10/5,2021/10/5,,2026/12/31,,,,,,377,オルシヴァル,089,089-970-9332,,,,松山市南土居町５３８－１,愛媛県松山市南土居町５３８－１,,194109,38,38201,南土居町,,2021/10/05,2021/10/05,,2026/12/31,株式会社Ｏｒｃｉｖａｌ,髙橋直美,,,,,,,,,第1012号,,アイスクリーム類製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,オルシヴァル089-970-933219410938201,31d62473-a6e2-4c0f-8cce-ee306d9381cd,株式会社Ｏｒｃｉｖａｌ,360aa139-8669-4748-a566-33c22c71e7ac,dee0793c-42ad-40aa-a3b4-a4cb9c054d01,2021/10/05,オルシヴァル,オルシヴァル,株式会社Ｏｒｃｉｖａｌ
382019,81,愛媛県,松山市,10food factory,,テンフード ファクトリー,アイスクリーム類製造業,,松山市湯渡町10-25 1F,松山市湯渡町１０－２５,１F,,,,,株式会社W-harmony,,篠宮篤志,第1063号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,10food factory,089,,,,,松山市湯渡町１０－２５,愛媛県松山市湯渡町１０－２５,１F,194149,38,38201,湯渡町,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1063号,,アイスクリーム類製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,１０ｆｏｏｄｆａｃｔｏｒｙ19414938201,93775491-8c92-4b2b-ad28-75e15f0cc4d4,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,d3612d0d-b057-4d4d-964f-d40389028f15,2021/10/19,１０ｆｏｏｄ　ｆａｃｔｏｒｙ,１０ｆｏｏｄｆａｃｔｏｒｙ,株式会社Ｗ－ｈａｒｍｏｎｙ
382019,82,愛媛県,松山市,うめ乃や,,ウメノヤ,そうざい製造業,,松山市上市2丁目8-9,松山市上市２丁目８－９,,,,089-941-2570,,有限会社梅乃家,,今山美子,第1005号,2021/10/4,2021/10/4,,2026/12/31,,,,,,377,うめ乃や,089,089-941-2570,,,,松山市上市２丁目８－９,愛媛県松山市上市２丁目８－９,,193805,38,38201,上市２,,2021/10/04,2021/10/04,,2026/12/31,有限会社梅乃家,今山美子,,,,,,,,,第1005号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,うめ乃や089-941-257019380538201,172d2e1b-e6b2-4cce-88a9-b2c0f7ab8952,有限会社梅乃家,7d3d9e6a-ac83-4a5b-9f7a-b50a4cce506f,4b1e60e5-5f07-493a-b278-70a1eabc641b,2021/10/04,うめ乃や,うめ乃や,有限会社梅乃家
382019,83,愛媛県,松山市,グリーンレーベル 第二キッチン,,グリーンレーベルダイニキッチン,そうざい製造業,,松山市空港通2丁目2-36池川マンション102号,松山市空港通２丁目２－３６,池川マンション１０２号,,,,,株式会社 Green Label,,神野隆平,第1017号,2021/10/5,2021/10/5,,2026/12/31,,,,,,377,グリーンレーベル 第二キッチン,089,,,,,松山市空港通２丁目２－３６,愛媛県松山市空港通２丁目２－３６,池川マンション１０２号,193844,38,38201,空港通２,,2021/10/05,2021/10/05,,2026/12/31,株式会社 Green Label,神野隆平,,,,,,,,,第1017号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,グリンレベル第二キッチン19384438201,cb747360-d840-4fa3-a276-87173a44524c,株式会社Ｇｒｅｅｎ　Ｌａｂｅｌ,98fcd667-2b11-43ac-b538-143cc3811ac8,b866a798-a741-4d6f-b3f3-254b994fe147,2021/10/05,グリーンレーベル　第二キッチン,グリンレベル第二キッチン,株式会社Ｇｒｅｅｎ　Ｌａｂｅｌ
382019,84,愛媛県,松山市,森とスパイス,,モリトスパイス,そうざい製造業,,松山市一番町3丁目1-1松山三越Ｂ１階,松山市一番町３丁目１－１,松山三越Ｂ１階,,,084-927-0996,,森とカンパニー株式会社,,細羽雅之,第1023号,2021/10/6,2021/10/6,,2026/12/31,,,,,,377,森とスパイス,089,084-927-0996,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,松山三越Ｂ１階,193746,38,38201,一番町３,,2021/10/06,2021/10/06,,2026/12/31,森とカンパニー株式会社,細羽雅之,,,,,,,,,第1023号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,森とスパイス084-927-099619374638201,955f8fee-e9b8-4883-8085-98823d6a78d8,森とカンパニー株式会社,803fe846-5ab1-4aa7-b645-140ca62dc448,8bb5bda0-b304-4622-9ecb-7e6276e87b97,2021/10/06,森とスパイス,森とスパイス,森とカンパニー株式会社
382019,85,愛媛県,松山市,THE CENTRAL MARKET,,ザ セントラル マーケット,そうざい製造業,,松山市一番町3?1?１松山三越地下１階,松山市一番町３－１－１,松山三越地下１階,,,089-968-1555,,株式会社THE CENTRAL MARKET,,二宮敏,第1031号,2021/10/8,2021/10/8,,2026/12/31,,,,,,377,THE CENTRAL MARKET,089,089-968-1555,,,,松山市一番町３－１－１,愛媛県松山市一番町３－１－１,松山三越地下１階,193746,38,38201,一番町３,,2021/10/08,2021/10/08,,2026/12/31,株式会社THE CENTRAL MARKET,二宮敏,,,,,,,,,第1031号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,ＴＨＥＣＥＮＴＲＡＬＭＡＲＫＥＴ089-968-155519374638201,18b49bfd-83b4-40e5-94d1-57bdff2b64fa,株式会社ＴＨＥ　ＣＥＮＴＲＡＬ　ＭＡＲＫＥＴ,d30dc7db-0c6b-45fe-aa7d-9582024fb374,9ff30039-97b3-4c45-863c-b8210e3f4fc7,2021/10/08,ＴＨＥ　ＣＥＮＴＲＡＬ　ＭＡＲＫＥＴ,ＴＨＥＣＥＮＴＲＡＬＭＡＲＫＥＴ,株式会社ＴＨＥ　ＣＥＮＴＲＡＬ　ＭＡＲＫＥＴ
382019,86,愛媛県,松山市,オモニ別邸 松山カルビ,,オモニベッテイ マツヤマカルビ,そうざい製造業,,松山市三番町2丁目8-2豊島ビル1階,松山市三番町２丁目８－２,豊島ビル１階,,,089-935-7228,,株式会社リーサン,,影浦一夫,第1039号,2021/10/11,2021/10/11,,2026/12/31,,,,,,377,オモニ別邸 松山カルビ,089,089-935-7228,,,,松山市三番町２丁目８－２,愛媛県松山市三番町２丁目８－２,豊島ビル１階,193878,38,38201,三番町２,,2021/10/11,2021/10/11,,2026/12/31,株式会社リーサン,影浦一夫,,,,,,,,,第1039号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,オモニ別邸松山カルビ089-935-722819387838201,48baff65-9b4f-4fe8-be0a-5b47cad7e4d8,株式会社リーサン,89ad2474-187f-4ab1-818e-7743b6e4ad9d,7bce09a5-0093-4cf6-b614-29b7665e9857,2021/10/11,オモニ別邸　松山カルビ,オモニ別邸松山カルビ,株式会社リーサン
382019,87,愛媛県,松山市,eg sand キッチン,,エグサンドキッチン,そうざい製造業,,松山市西垣生町795‐1,松山市西垣生町７９５－１,,,,089-972-6080,,株式会社Ｐｌｕｓ ＯＮＥ,,葛原誠志,第1050号,2021/10/15,2021/10/15,,2026/12/31,,,,,,377,eg sand キッチン,089,089-972-6080,,,,松山市西垣生町７９５－１,愛媛県松山市西垣生町７９５－１,,194001,38,38201,西垣生町,,2021/10/15,2021/10/15,,2026/12/31,株式会社Ｐｌｕｓ ＯＮＥ,葛原誠志,,,,,,,,,第1050号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,ｅｇｓａｎｄキッチン089-972-608019400138201,8d618cb7-70e9-405f-9ca9-55bf7fbbf545,株式会社Ｐｌｕｓ　ＯＮＥ,f8b71cca-ee49-4ee6-93d0-bc3f277d1eae,2491abf5-3473-41c1-9d5e-5fb0bdcc8e93,2021/10/15,ｅｇ　ｓａｎｄ　キッチン,ｅｇｓａｎｄキッチン,株式会社Ｐｌｕｓ　ＯＮＥ
382019,88,愛媛県,松山市,Central kitchen with Canning Factory,,セントラル キッチン ウィズ キャニング ファクトリー,そうざい製造業,,松山市桑原1丁目9-10オックスフォードサーカス管理棟横,松山市桑原１丁目９－１０,オックスフォードサーカス管理棟横,,,089-909-7381,,株式会社W-harmony,,篠宮篤志,第1061号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,Central kitchen with Canning Factory,089,089-909-7381,,,,松山市桑原１丁目９－１０,愛媛県松山市桑原１丁目９－１０,オックスフォードサーカス管理棟横,193855,38,38201,桑原１,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1061号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,ＣｅｎｔｒａｌｋｉｔｃｈｅｎｗｉｔｈＣａｎｎｉｎｇＦａｃｔｏｒｙ089-909-738119385538201,9d9d04e3-639d-4e6f-8892-313f5ff82796,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,191f21e1-2908-430a-b792-c824b6083758,2021/10/19,Ｃｅｎｔｒａｌ　ｋｉｔｃｈｅｎ　ｗｉｔｈ　Ｃａｎｎｉｎｇ　Ｆａｃｔｏｒｙ,ＣｅｎｔｒａｌｋｉｔｃｈｅｎｗｉｔｈＣａｎｎｉｎｇＦａｃｔｏｒｙ,株式会社Ｗ－ｈａｒｍｏｎｙ
382019,89,愛媛県,松山市,YUBOKU 松山三越TCM店,,ユウボクマツヤマミツコシティーシーエムテン,そうざい製造業,,松山市一番町3丁目1-1松山三越地下１階,松山市一番町３丁目１－１,松山三越地下１階,,,089-462-5877,,株式会社ゆうぼく,,岡崎晋也,第1072号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,YUBOKU 松山三越TCM店,089,089-462-5877,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,松山三越地下１階,193746,38,38201,一番町３,,2021/10/19,2021/10/19,,2026/12/31,株式会社ゆうぼく,岡崎晋也,,,,,,,,,第1072号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,ＹＵＢＯＫＵ松山三越ＴＣＭ店089-462-587719374638201,d3ba79c8-a152-4371-8956-dfaf2e2e7b84,株式会社ゆうぼく,9295201a-79e0-40bd-a24c-d3325b6416e4,6ecc80b4-b060-4628-8f36-cb58655dce92,2021/10/19,ＹＵＢＯＫＵ　松山三越ＴＣＭ店,ＹＵＢＯＫＵ松山三越ＴＣＭ店,株式会社ゆうぼく
382019,90,愛媛県,松山市,瀬戸内物産株式会社,,セトウチブッサンカブシキガイシャ,そうざい製造業,,松山市北吉田町３３０番地１,松山市北吉田町３３０番地１,,,,089-905-6677,,瀬戸内物産株式会社,,那須新一,第1074号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,瀬戸内物産株式会社,089,089-905-6677,,,,松山市北吉田町３３０番地１,愛媛県松山市北吉田町３３０番地１,,193828,38,38201,北吉田町,,2021/10/19,2021/10/19,,2026/12/31,瀬戸内物産株式会社,那須新一,,,,,,,,,第1074号,,そうざい製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,瀬戸内物産株式会社089-905-667719382838201,6856462c-a5c0-4d18-acdc-2da8f782b90a,瀬戸内物産株式会社,d2002335-ba6b-4c68-8709-7c07b9d88041,e64ea6ca-ca10-4665-91bc-6afe148b6091,2021/10/19,瀬戸内物産株式会社,瀬戸内物産株式会社,瀬戸内物産株式会社
382019,91,愛媛県,松山市,いよてつ髙島屋 7階催会場,,イヨテツタカシマヤ ナナカイモヨオシカイジョウ,魚介類販売業,,松山市湊町5丁目1-1株式会社伊予鉄髙島屋 7階,松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,,,089-948-2111,,株式会社伊予鉄髙島屋,,林巧,第1018号,2021/10/5,2021/10/5,,2026/12/31,,,,,,377,いよてつ髙島屋 7階催会場,089,089-948-2111,,,,松山市湊町５丁目１－１,愛媛県松山市湊町５丁目１－１,株式会社伊予鉄髙島屋 ７階,194093,38,38201,湊町５,,2021/10/05,2021/10/05,,2026/12/31,株式会社伊予鉄髙島屋,林巧,,,,,,,,,第1018号,,魚介類販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,I,58,,,いよてつ髙島屋７階催会場089-948-211119409338201,cd6bd42d-d153-4479-8d27-e7090138d525,株式会社伊予鉄髙島屋,40ca9b35-bfd4-4332-bf3e-be7f3526471e,0aa8b5f4-5007-47a1-bd9a-c90005b5157d,2021/10/05,いよてつ髙島屋　７階催会場,いよてつ髙島屋７階催会場,株式会社伊予鉄髙島屋
382019,92,愛媛県,松山市,フジ藤原店（鮮魚）,,フジフジワラテン センギョ,魚介類販売業,,松山市藤原二丁目４番６２号,松山市藤原２丁目４番６２号,,,,089-906-8011,,株式会社フジ,,山口普,第1054号,2021/10/18,2021/10/18,,2026/12/31,,,,,,377,フジ藤原店（鮮魚）,089,089-906-8011,,,,松山市藤原２丁目４番６２号,愛媛県松山市藤原２丁目４番６２号,,194041,38,38201,藤原２,,2021/10/18,2021/10/18,,2026/12/31,株式会社フジ,山口普,,,,,,,,,第1054号,,魚介類販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,I,58,,,フジ藤原店鮮魚089-906-801119404138201,81f435f6-9ab3-4bdc-ae70-cb083b647c3d,株式会社フジ,ae2f0bb4-2a32-45db-9cb6-1ec09dd9b61e,7559c7ec-4aac-464e-a840-3c1df0fc2033,2021/10/18,フジ藤原店（鮮魚）,フジ藤原店鮮魚,株式会社フジ
382019,93,愛媛県,松山市,瀬戸内物産株式会社,,セトウチブッサンカブシキガイシャ,食肉処理業,,松山市北吉田町３３０番地１,松山市北吉田町３３０番地１,,,,089-905-6677,,瀬戸内物産株式会社,,那須新一,第1073号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,瀬戸内物産株式会社,089,089-905-6677,,,,松山市北吉田町３３０番地１,愛媛県松山市北吉田町３３０番地１,,193828,38,38201,北吉田町,,2021/10/19,2021/10/19,,2026/12/31,瀬戸内物産株式会社,那須新一,,,,,,,,,第1073号,,食肉販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,I,58,583,,瀬戸内物産株式会社089-905-667719382838201,6856462c-a5c0-4d18-acdc-2da8f782b90a,瀬戸内物産株式会社,d2002335-ba6b-4c68-8709-7c07b9d88041,a588405b-8194-47e4-b4f3-8e8d10c91253,2021/10/19,瀬戸内物産株式会社,瀬戸内物産株式会社,瀬戸内物産株式会社
382019,94,愛媛県,松山市,明治屋産業株式会社 肉処 壱丁田,,メイジヤサンギョウカブシキガイシャ ニクドコロ イッチョウダ,食肉販売業,,松山市一番町3-1-1松山三越 地下1階,松山市一番町３－１－１,松山三越 地下１階,,,089-934-8580,,明治屋産業株式会社,,谷尾一也,第1030号,2021/10/8,2021/10/8,,2026/12/31,,,,,,377,明治屋産業株式会社 肉処 壱丁田,089,089-934-8580,,,,松山市一番町３－１－１,愛媛県松山市一番町３－１－１,松山三越 地下１階,193746,38,38201,一番町３,,2021/10/08,2021/10/08,,2026/12/31,明治屋産業株式会社,谷尾一也,,,,,,,,,第1030号,,食肉販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,I,58,583,,明治屋産業株式会社肉処壱丁田089-934-858019374638201,8357b340-407b-443d-96a2-c48a9c7b3c3d,明治屋産業株式会社,ccfe4385-fee4-4375-bb40-47390e9b5c76,1c5284e9-be9b-4c07-b7fb-814a855a396c,2021/10/08,明治屋産業株式会社肉処　壱丁田,明治屋産業株式会社肉処壱丁田,明治屋産業株式会社
382019,95,愛媛県,松山市,YUBOKU 松山三越TCM店,,ユウボクマツヤマミツコシティーシーエムテン,食肉販売業,,松山市一番町3丁目1-1松山三越地下１階,松山市一番町３丁目１－１,松山三越地下１階,,,089-462-5877,,株式会社ゆうぼく,,岡崎晋也,第1071号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,YUBOKU 松山三越TCM店,089,089-462-5877,,,,松山市一番町３丁目１－１,愛媛県松山市一番町３丁目１－１,松山三越地下１階,193746,38,38201,一番町３,,2021/10/19,2021/10/19,,2026/12/31,株式会社ゆうぼく,岡崎晋也,,,,,,,,,第1071号,,食肉販売業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,I,58,583,,ＹＵＢＯＫＵ松山三越ＴＣＭ店089-462-587719374638201,d3ba79c8-a152-4371-8956-dfaf2e2e7b84,株式会社ゆうぼく,9295201a-79e0-40bd-a24c-d3325b6416e4,3f681e75-9161-4b62-98bf-e4630346e648,2021/10/19,ＹＵＢＯＫＵ　松山三越ＴＣＭ店,ＹＵＢＯＫＵ松山三越ＴＣＭ店,株式会社ゆうぼく
382019,96,愛媛県,松山市,うめ乃や,,ウメノヤ,水産製品製造業,,松山市上市2丁目8-9,松山市上市２丁目８－９,,,,089-941-2570,,有限会社梅乃家,,今山美子,第1004号,2021/10/4,2021/10/4,,2026/12/31,,,,,,377,うめ乃や,089,089-941-2570,,,,松山市上市２丁目８－９,愛媛県松山市上市２丁目８－９,,193805,38,38201,上市２,,2021/10/04,2021/10/04,,2026/12/31,有限会社梅乃家,今山美子,,,,,,,,,第1004号,,水産製品製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,92,,うめ乃や089-941-257019380538201,172d2e1b-e6b2-4cce-88a9-b2c0f7ab8952,有限会社梅乃家,7d3d9e6a-ac83-4a5b-9f7a-b50a4cce506f,445fe3ec-c310-40ee-a994-128301f7d9ec,2021/10/04,うめ乃や,うめ乃や,有限会社梅乃家
382019,97,愛媛県,松山市,THE CENTRAL MARKET,,ザ セントラル マーケット,水産製品製造業,,松山市一番町3?1?１松山三越地下１階,松山市一番町３－１－１,松山三越地下１階,,,089-968-1555,,株式会社THE CENTRAL MARKET,,二宮敏,第1033号,2021/10/8,2021/10/8,,2026/12/31,,,,,,377,THE CENTRAL MARKET,089,089-968-1555,,,,松山市一番町３－１－１,愛媛県松山市一番町３－１－１,松山三越地下１階,193746,38,38201,一番町３,,2021/10/08,2021/10/08,,2026/12/31,株式会社THE CENTRAL MARKET,二宮敏,,,,,,,,,第1033号,,水産製品製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,92,,ＴＨＥＣＥＮＴＲＡＬＭＡＲＫＥＴ089-968-155519374638201,18b49bfd-83b4-40e5-94d1-57bdff2b64fa,株式会社ＴＨＥ　ＣＥＮＴＲＡＬ　ＭＡＲＫＥＴ,d30dc7db-0c6b-45fe-aa7d-9582024fb374,9d62d26a-4ddc-420e-a60f-496cd7d52839,2021/10/08,ＴＨＥ　ＣＥＮＴＲＡＬ　ＭＡＲＫＥＴ,ＴＨＥＣＥＮＴＲＡＬＭＡＲＫＥＴ,株式会社ＴＨＥ　ＣＥＮＴＲＡＬ　ＭＡＲＫＥＴ
382019,98,愛媛県,松山市,10juice factory,,テンジュース ファクトリー,清涼飲料水製造業,,松山市南久米町276-1,松山市南久米町２７６－１,,,,089-948-8213,,株式会社W-harmony,,篠宮篤志,第1059号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,10juice factory,089,089-948-8213,,,,松山市南久米町２７６－１,愛媛県松山市南久米町２７６－１,,194106,38,38201,南久米町,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1059号,,清涼飲料水製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,10,,,１０ｊｕｉｃｅｆａｃｔｏｒｙ089-948-821319410638201,1f8d0b4e-9330-4fa3-bb37-51e5fe05a15d,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,05c5b760-374f-49cc-84f8-a99bb94ac6a5,2021/10/19,１０ｊｕｉｃｅ　ｆａｃｔｏｒｙ,１０ｊｕｉｃｅｆａｃｔｏｒｙ,株式会社Ｗ－ｈａｒｍｏｎｙ
382019,99,愛媛県,松山市,オモニ別邸 松山カルビ,,オモニベッテイ マツヤマカルビ,漬物製造業,,松山市三番町2丁目8-2豊島ビル1階,松山市三番町２丁目８－２,豊島ビル１階,,,089-935-7228,,株式会社リーサン,,影浦一夫,第1040号,2021/10/11,2021/10/11,,2026/12/31,,,,,,377,オモニ別邸 松山カルビ,089,089-935-7228,,,,松山市三番町２丁目８－２,愛媛県松山市三番町２丁目８－２,豊島ビル１階,193878,38,38201,三番町２,,2021/10/11,2021/10/11,,2026/12/31,株式会社リーサン,影浦一夫,,,,,,,,,第1040号,,漬物製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,オモニ別邸松山カルビ089-935-722819387838201,48baff65-9b4f-4fe8-be0a-5b47cad7e4d8,株式会社リーサン,89ad2474-187f-4ab1-818e-7743b6e4ad9d,9101f42e-83aa-4836-8702-efffcf3396f6,2021/10/11,オモニ別邸　松山カルビ,オモニ別邸松山カルビ,株式会社リーサン
382019,100,愛媛県,松山市,10juice factory,,テンジュース ファクトリー,密封包装食品製造業,,松山市南久米町276-1,松山市南久米町２７６－１,,,,089-948-8213,,株式会社W-harmony,,篠宮篤志,第1060号,2021/10/19,2021/10/19,,2026/12/31,,,,,,377,10juice factory,089,089-948-8213,,,,松山市南久米町２７６－１,愛媛県松山市南久米町２７６－１,,194106,38,38201,南久米町,,2021/10/19,2021/10/19,,2026/12/31,株式会社W-harmony,篠宮篤志,,,,,,,,,第1060号,,密封包装食品製造業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年10月_末日,E,9,,,１０ｊｕｉｃｅｆａｃｔｏｒｙ089-948-821319410638201,1f8d0b4e-9330-4fa3-bb37-51e5fe05a15d,株式会社Ｗ－ｈａｒｍｏｎｙ,72479cad-ddfd-4e4c-9972-4206171f2c86,e612bc81-3a16-464b-941f-d22b99b9a229,2021/10/19,１０ｊｕｉｃｅ　ｆａｃｔｏｒｙ,１０ｊｕｉｃｅｆａｃｔｏｒｙ,株式会社Ｗ－ｈａｒｍｏｎｙ
