https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,n処理終了,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,申請者1,業種,施設-電話番号1,申請-電話番号1,確認番号,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設の名称,施設所在地,,,営業者氏名,営業の種類,施設電話番号,営業者電話番号,許可番号,許可年月日,初回許可日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
Ｂｅ！　ＳＡＮＤＷＩＣＨ,中央区銀座６丁目１０番１号  ＧＩＮＺＡ　ＳＩＸ　地下２階,中央区銀座６丁目１０番１号 ,ＧＩＮＺＡ ＳＩＸ 地下２階,株式会社フレッシュワン,菓子製造業,6891-3390,011-618-6066,3中保生食ほ第1957号,2021/12/27,2021/12/27,,181,Ｂｅ！　ＳＡＮＤＷＩＣＨ,03,03-6891-3390,,,,中央区銀座６丁目１０番１号 ,東京都中央区銀座６丁目１０番１号,ＧＩＮＺＡ ＳＩＸ 地下２階,72958,13,13102,銀座６,,2021/12/27,2021/12/27,,,株式会社フレッシュワン,,011-618-6066,,,,,,,,3中保生食ほ第1957号,,菓子製造業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,ＢｅＳＡＮＤＷＩＣＨ03-6891-33907295813102,34228d56-5b2f-4eb8-bda4-9c2565eb5ecf,株式会社フレッシュワン,6a5ec2f7-e83c-498d-a5e3-7bd846d1aec2,95a20684-f276-424e-8e4a-84f19c1cee18,2021/12/27,Ｂｅ！　ＳＡＮＤＷＩＣＨ,ＢｅＳＡＮＤＷＩＣＨ,株式会社フレッシュワン
ＪＡＰＡＮ　ＳＴＡＧＥ,中央区銀座６丁目１０番１号  Ｇ－ｓｉｘ　地下２階,中央区銀座６丁目１０番１号,Ｇ－ｓｉｘ 地下２階,丸山　寛子,飲食店営業,,,3中保生食ほ第1963号,2021/12/28,2021/12/28,,181,ＪＡＰＡＮ　ＳＴＡＧＥ,03,,,,,中央区銀座６丁目１０番１号,東京都中央区銀座６丁目１０番１号,Ｇ－ｓｉｘ 地下２階,72958,13,13102,銀座６,,2021/12/28,2021/12/28,,,,丸山　寛子,,,,,,,,,3中保生食ほ第1963号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＪＡＰＡＮＳＴＡＧＥ7295813102,9a358f5b-3894-4794-b8be-25fd0972f2a5,,personal,fa1ecea3-39b1-4167-a527-69830f4054de,2021/12/28,ＪＡＰＡＮ　ＳＴＡＧＥ,ＪＡＰＡＮＳＴＡＧＥ,
ＲＩＣＨＥＳＳＥ　ＹＵＵＫＡ,中央区銀座６丁目１３番５号  銀座ＮＨビル１階,中央区銀座６丁目１３番５号, 銀座ＮＨビル１階,山崎　裕子,飲食店営業,,,3中保生食ほ第2000号,2021/12/23,2021/12/23,,181,ＲＩＣＨＥＳＳＥ　ＹＵＵＫＡ,03,,,,,中央区銀座６丁目１３番５号,東京都中央区銀座６丁目１３番５号, 銀座ＮＨビル１階,72958,13,13102,銀座６,,2021/12/23,2021/12/23,,,,山崎　裕子,,,,,,,,,3中保生食ほ第2000号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＲＩＣＨＥＳＳＥＹＵＵＫＡ7295813102,8099fb0c-26cf-4abb-9143-0d015474203e,,personal,753f1733-a122-4779-8b0e-93dd49333c92,2021/12/23,ＲＩＣＨＥＳＳＥ　ＹＵＵＫＡ,ＲＩＣＨＥＳＳＥＹＵＵＫＡ,
尹家,中央区銀座６丁目１３番９号  ＧＩＲＡＣ　ＧＩＮＺＡ　１１０１,中央区銀座６丁目１３番９号 ,ＧＩＲＡＣ ＧＩＮＺＡ １１０１,株式会社美山,飲食店営業,6264-7873,047-436-1161,3中保生食ほ第1989号,2021/12/27,2021/12/27,,181,尹家,03,03-6264-7873,,,,中央区銀座６丁目１３番９号 ,東京都中央区銀座６丁目１３番９号,ＧＩＲＡＣ ＧＩＮＺＡ １１０１,72958,13,13102,銀座６,,2021/12/27,2021/12/27,,,株式会社美山,,047-436-1161,,,,,,,,3中保生食ほ第1989号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,尹家03-6264-78737295813102,8054e0c2-20aa-4e7b-9bf0-b4135faf8870,株式会社美山,bddd939b-a195-43af-95a8-15a181cf6231,2cc5203f-f232-403b-b089-1901dd29ef17,2021/12/27,尹家,尹家,株式会社美山
鉄板焼　天,中央区銀座６丁目１４番５号  ホウライビル地下１階,中央区銀座６丁目１４番５号, ホウライビル地下１階,株式会社テン・スターズ・ダイニング,飲食店営業,3248-6669,5926-3076,3中保生食ほ第1871号,2021/12/7,2021/12/7,,181,鉄板焼　天,03,03-3248-6669,,,,中央区銀座６丁目１４番５号,東京都中央区銀座６丁目１４番５号, ホウライビル地下１階,72958,13,13102,銀座６,,2021/12/07,2021/12/07,,,株式会社テン・スターズ・ダイニング,,03-5926-3076,,,,,,,,3中保生食ほ第1871号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,鉄板焼天03-3248-66697295813102,c9dd3d13-8d7b-4d45-b940-17bd5ba4c2de,株式会社テン・スターズ・ダイニング,f8ad1539-8f0a-4f8b-a125-800fed96fa17,cc05ffb1-64b5-49c9-98a0-2bf2808805b7,2021/12/07,鉄板焼　天,鉄板焼天,株式会社テン・スターズ・ダイニング
夜市酒場　リーサン,中央区銀座７丁目２番先  銀座コリドー通り１０１,中央区銀座７丁目２番先,銀座コリドー通り１０１,株式会社横浜串工房,飲食店営業,6263-8827,045-620-9401,3中保生食ほ第1938号,2021/12/9,2021/12/9,,181,夜市酒場　リーサン,03,03-6263-8827,,,,中央区銀座７丁目２番先,東京都中央区銀座７丁目２番先,銀座コリドー通り１０１,72959,13,13102,銀座７,,2021/12/09,2021/12/09,,,株式会社横浜串工房,,045-620-9401,,,,,,,,3中保生食ほ第1938号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,夜市酒場リサン03-6263-88277295913102,79644c88-9d42-4d85-999c-decdb8fd9df3,株式会社横浜串工房,0fe654fd-e638-492c-a107-12b3edc6b39f,a7112179-fe5d-4303-a5f4-0095c4b4e2f4,2021/12/09,夜市酒場　リーサン,夜市酒場リサン,株式会社横浜串工房
銀座鮨　すし縁,中央区銀座７丁目３番１３号  ニューギンザビル１号館地下１階,中央区銀座７丁目３番１３号 ,ニューギンザビル１号館地下１階,株式会社ＩｎｎｏｖａｔｉｏｎＣｏｍｐａｎｙ,飲食店営業,6274-6176,5358-9090,3中保生食ほ第2045号,2021/12/27,2021/12/27,,181,銀座鮨　すし縁,03,03-6274-6176,,,,中央区銀座７丁目３番１３号 ,東京都中央区銀座７丁目３番１３号,ニューギンザビル１号館地下１階,72959,13,13102,銀座７,,2021/12/27,2021/12/27,,,株式会社ＩｎｎｏｖａｔｉｏｎＣｏｍｐａｎｙ,,03-5358-9090,,,,,,,,3中保生食ほ第2045号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,銀座鮨すし縁03-6274-61767295913102,c187ecc6-2bf4-4394-a1f4-e6dbfa628d82,株式会社ＩｎｎｏｖａｔｉｏｎＣｏｍｐａｎｙ,5d3f8433-123c-44a4-8338-d8dda83045a7,65eb3046-7946-4461-a9b6-d2cb4034b2ce,2021/12/27,銀座鮨　すし縁,銀座鮨すし縁,株式会社ＩｎｎｏｖａｔｉｏｎＣｏｍｐａｎｙ
銀の宝石達,中央区銀座７丁目５番１５号  ＡＧ１ビル地下１階,中央区銀座７丁目５番１５号, ＡＧ１ビル地下１階,吉田　はな子,飲食店営業,6274-6080,,3中保生食ほ第1893号,2021/12/1,2021/12/1,,181,銀の宝石達,03,03-6274-6080,,,,中央区銀座７丁目５番１５号,東京都中央区銀座７丁目５番１５号, ＡＧ１ビル地下１階,72959,13,13102,銀座７,,2021/12/01,2021/12/01,,,,吉田　はな子,,,,,,,,,3中保生食ほ第1893号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,銀の宝石達03-6274-60807295913102,d8532f17-5c08-482b-80bb-6a23311d52f1,,personal,517519b5-7f32-4e3d-bde6-369e6d21744b,2021/12/01,銀の宝石達,銀の宝石達,
ＬＥＧＡＬＩＳＳ,中央区銀座７丁目６番７号  日欧ビル６階,中央区銀座７丁目６番７号, 日欧ビル６階,珊トレーディング株式会社,飲食店営業,6280-6133,,3中保生食ほ第1940号,2021/12/6,2021/12/6,,181,ＬＥＧＡＬＩＳＳ,03,03-6280-6133,,,,中央区銀座７丁目６番７号,東京都中央区銀座７丁目６番７号, 日欧ビル６階,72959,13,13102,銀座７,,2021/12/06,2021/12/06,,,珊トレーディング株式会社,,,,,,,,,,3中保生食ほ第1940号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＬＥＧＡＬＩＳＳ03-6280-61337295913102,3a65df25-1f8b-4c0f-9e86-ab8f1f2ebad8,珊トレーディング株式会社,dded08e5-a372-4341-b0aa-3f36bba08214,f5a0e0e1-5798-4c7f-8d47-f736819dc0be,2021/12/06,ＬＥＧＡＬＩＳＳ,ＬＥＧＡＬＩＳＳ,珊トレーディング株式会社
ＢＡＲ　ＡＧＲＯＳ,中央区銀座７丁目６番７号  銀座近江屋ビル５階,中央区銀座７丁目６番７号, 銀座近江屋ビル５階,田畑　道崇,飲食店営業,6264-5968,,3中保生食ほ第1904号,2021/12/20,2021/12/20,,181,ＢＡＲ　ＡＧＲＯＳ,03,03-6264-5968,,,,中央区銀座７丁目６番７号,東京都中央区銀座７丁目６番７号, 銀座近江屋ビル５階,72959,13,13102,銀座７,,2021/12/20,2021/12/20,,,,田畑　道崇,,,,,,,,,3中保生食ほ第1904号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＢＡＲＡＧＲＯＳ03-6264-59687295913102,bf3e2f0a-23f0-48b1-89d4-f37b1e81f128,,personal,22f13fd7-be80-41d9-b07c-7beb5732b983,2021/12/20,ＢＡＲ　ＡＧＲＯＳ,ＢＡＲＡＧＲＯＳ,
ＳＷＩＮＧ,中央区銀座７丁目６番９号  銀座誠和ビル５階５０１,中央区銀座７丁目６番９号, 銀座誠和ビル５階５０１,山一インターナショナル株式会社,飲食店営業,5962-8919,052-221-8556,3中保生食ほ第2047号,2021/12/24,2021/12/24,,181,ＳＷＩＮＧ,03,03-5962-8919,,,,中央区銀座７丁目６番９号,東京都中央区銀座７丁目６番９号, 銀座誠和ビル５階５０１,72959,13,13102,銀座７,,2021/12/24,2021/12/24,,,山一インターナショナル株式会社,,052-221-8556,,,,,,,,3中保生食ほ第2047号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＳＷＩＮＧ03-5962-89197295913102,f672622b-8b18-4b34-a279-1ab91182faaa,山一インターナショナル株式会社,6881f3c4-3a81-4ee2-b17b-16d31a30afd4,51ce207f-4f18-4192-ae6a-2b736cb0350c,2021/12/24,ＳＷＩＮＧ,ＳＷＩＮＧ,山一インターナショナル株式会社
クラブ　響,中央区銀座７丁目６番１１号  ミクニ銀座第７ビル６階６０１,中央区銀座７丁目６番１１号, ミクニ銀座第７ビル６階６０１,山口　英樹,飲食店営業,6264-5445,,3中保生食ほ第2054号,2021/12/21,2021/12/21,,181,クラブ　響,03,03-6264-5445,,,,中央区銀座７丁目６番１１号,東京都中央区銀座７丁目６番１１号, ミクニ銀座第７ビル６階６０１,72959,13,13102,銀座７,,2021/12/21,2021/12/21,,,,山口　英樹,,,,,,,,,3中保生食ほ第2054号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,クラブ響03-6264-54457295913102,115ec0e0-e2d2-40e3-93c9-92c5cb36d3fd,,personal,3a0b90c3-a167-4b7d-bee4-8221eb3372f2,2021/12/21,クラブ　響,クラブ響,
Ｄｅａｒ　Ｅｖｅｒ,中央区銀座７丁目６番１９号  ソワレ・ド・銀座弥生ビル　地上６階,中央区銀座７丁目６番１９号,ソワレ・ド・銀座弥生ビル 地上６階,株式会社Ｏｆｆｉｃｅ　Ｓｅｖｅｎｔｅｅｎ,飲食店営業,3571-1335,5614-9197,3中保生食ほ第1867号,2021/12/28,2021/12/28,,181,Ｄｅａｒ　Ｅｖｅｒ,03,03-3571-1335,,,,中央区銀座７丁目６番１９号,東京都中央区銀座７丁目６番１９号,ソワレ・ド・銀座弥生ビル 地上６階,72959,13,13102,銀座７,,2021/12/28,2021/12/28,,,株式会社Ｏｆｆｉｃｅ　Ｓｅｖｅｎｔｅｅｎ,,03-5614-9197,,,,,,,,3中保生食ほ第1867号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＤｅａｒＥｖｅｒ03-3571-13357295913102,d7df7346-8ed8-4933-85d8-94a8015756dc,株式会社Ｏｆｆｉｃｅ　Ｓｅｖｅｎｔｅｅｎ,40f34ea7-5d01-4c12-9044-540e20105081,0d014619-0abd-4a32-9c38-85d8816d8612,2021/12/28,Ｄｅａｒ　Ｅｖｅｒ,ＤｅａｒＥｖｅｒ,株式会社Ｏｆｆｉｃｅ　Ｓｅｖｅｎｔｅｅｎ
銀座吉崎,中央区銀座７丁目６番１９号  ソワレ・ド・銀座弥生ビル６階,中央区銀座７丁目６番１９号, ソワレ・ド・銀座弥生ビル６階,株式会社煌,飲食店営業,6264-5377,,3中保生食ほ第1985号,2021/12/21,2021/12/21,,181,銀座吉崎,03,03-6264-5377,,,,中央区銀座７丁目６番１９号,東京都中央区銀座７丁目６番１９号, ソワレ・ド・銀座弥生ビル６階,72959,13,13102,銀座７,,2021/12/21,2021/12/21,,,株式会社煌,,,,,,,,,,3中保生食ほ第1985号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,銀座吉崎03-6264-53777295913102,ccc2eb45-2654-40c8-93e4-67d230e85ed7,株式会社煌,100cce1e-dfd7-44b4-9527-89c7aaeebc74,baa92b17-43f7-4d71-bd85-873dc440c7d7,2021/12/21,銀座吉崎,銀座吉崎,株式会社煌
ＡＯＫＩ,中央区銀座７丁目７番１２号  ニューコンパルビル３階,中央区銀座７丁目７番１２号, ニューコンパルビル３階,合同会社エムエー,飲食店営業,6264-5330,6264-5330,3中保生食ほ第1890号,2021/12/7,2021/12/7,,181,ＡＯＫＩ,03,03-6264-5330,,,,中央区銀座７丁目７番１２号,東京都中央区銀座７丁目７番１２号, ニューコンパルビル３階,72959,13,13102,銀座７,,2021/12/07,2021/12/07,,,合同会社エムエー,,03-6264-5330,,,,,,,,3中保生食ほ第1890号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＡＯＫＩ03-6264-53307295913102,416b9f3e-f912-4278-a9a7-2ab74fc567dd,合同会社エムエー,34f970ca-b0f1-48ca-b375-086ae57a2c13,74feb04a-4c19-4660-b8ea-3ab2b0a0a45d,2021/12/07,ＡＯＫＩ,ＡＯＫＩ,合同会社エムエー
ＳＡＬＯＮ,中央区銀座７丁目７番１４号  ぎんざ東幸ビル２階,中央区銀座７丁目７番１４号, ぎんざ東幸ビル２階,株式会社ＳＨＩＮＫＡ,飲食店営業,3573-7077,3573-7077,3中保生食ほ第1962号,2021/12/10,2021/12/10,,181,ＳＡＬＯＮ,03,03-3573-7077,,,,中央区銀座７丁目７番１４号,東京都中央区銀座７丁目７番１４号, ぎんざ東幸ビル２階,72959,13,13102,銀座７,,2021/12/10,2021/12/10,,,株式会社ＳＨＩＮＫＡ,,03-3573-7077,,,,,,,,3中保生食ほ第1962号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＳＡＬＯＮ03-3573-70777295913102,dbf14b46-c096-4393-b83d-9c568929b90c,株式会社ＳＨＩＮＫＡ,0d950f45-63a1-4086-9fec-1fc115c86b49,78191dde-0338-43fd-8b5d-3db5167e992b,2021/12/10,ＳＡＬＯＮ,ＳＡＬＯＮ,株式会社ＳＨＩＮＫＡ
佐季,中央区銀座７丁目７番１５号  銀座スキャンテックビル地上５階Ｂ室,中央区銀座７丁目７番１５号, 銀座スキャンテックビル地上５階Ｂ室,田中　誠,飲食店営業,3571-0885,,3中保生食ほ第1936号,2021/12/6,2021/12/6,,181,佐季,03,03-3571-0885,,,,中央区銀座７丁目７番１５号,東京都中央区銀座７丁目７番１５号, 銀座スキャンテックビル地上５階Ｂ室,72959,13,13102,銀座７,,2021/12/06,2021/12/06,,,,田中　誠,,,,,,,,,3中保生食ほ第1936号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,佐季03-3571-08857295913102,0526c180-6bba-4323-90cf-43d4c44e21c0,,personal,7cccb8d6-61e6-4d34-ae2f-0365d7db2f3f,2021/12/06,佐季,佐季,
ウォンジュ,中央区銀座７丁目７番１５号  スキャンテックビル３階Ｂ号,中央区銀座７丁目７番１５号 ,スキャンテックビル３階Ｂ号,梁瀬　元柱,飲食店営業,5537-1939,,3中保生食ほ第1931号,2021/12/1,2021/12/1,,181,ウォンジュ,03,03-5537-1939,,,,中央区銀座７丁目７番１５号 ,東京都中央区銀座７丁目７番１５号,スキャンテックビル３階Ｂ号,72959,13,13102,銀座７,,2021/12/01,2021/12/01,,,,梁瀬　元柱,,,,,,,,,3中保生食ほ第1931号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ウォンジュ03-5537-19397295913102,f37867f7-bfbb-41d4-b9de-a6a0883fbc89,,personal,52d609c9-cf3a-425d-9102-6432c3615179,2021/12/01,ウォンジュ,ウォンジュ,
メロディーハウス　くろねこ,中央区銀座７丁目８番１号  銀座梅林ビル１３階,中央区銀座７丁目８番１号, 銀座梅林ビル１３階,株式会社ＨＩＢＩＫＩエンタープライズ,飲食店営業,6264-5410,011-520-3060,3中保生食ほ第1995号,2021/12/20,2021/12/20,,181,メロディーハウス　くろねこ,03,03-6264-5410,,,,中央区銀座７丁目８番１号,東京都中央区銀座７丁目８番１号, 銀座梅林ビル１３階,72959,13,13102,銀座７,,2021/12/20,2021/12/20,,,株式会社ＨＩＢＩＫＩエンタープライズ,,011-520-3060,,,,,,,,3中保生食ほ第1995号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,メロディハウスくろねこ03-6264-54107295913102,a30afc22-bf87-41c7-a715-6cebdfc3825c,株式会社ＨＩＢＩＫＩエンタープライズ,40677164-3add-4184-8c56-ff3654c91fad,8e102f0d-1fac-4027-8f2b-71a326313089,2021/12/20,メロディーハウス　くろねこ,メロディハウスくろねこ,株式会社ＨＩＢＩＫＩエンタープライズ
瓢,中央区銀座７丁目１６番１４号  銀座イーストビル１階・２階,中央区銀座７丁目１６番１４号, 銀座イーストビル１階・２階,株式会社ｍｉｈａｋｕ,飲食店営業,6228-4313,6228-4180,3中保生食ほ第1639号,2021/11/18,2021/11/18,,181,瓢,03,03-6228-4313,,,,中央区銀座７丁目１６番１４号,東京都中央区銀座７丁目１６番１４号, 銀座イーストビル１階・２階,72959,13,13102,銀座７,,2021/11/18,2021/11/18,,,株式会社ｍｉｈａｋｕ,,03-6228-4180,,,,,,,,3中保生食ほ第1639号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,瓢03-6228-43137295913102,9c83465c-b6e9-4729-aa65-dbef36bd58b3,株式会社ｍｉｈａｋｕ,55d68b11-6f20-4c08-be9e-9c039a2d4a2d,0fc1ee60-5ceb-4e5e-84cc-73bb123ca31c,2021/11/18,瓢,瓢,株式会社ｍｉｈａｋｕ
金田中,中央区銀座７丁目１８番１７号  地下１階,中央区銀座７丁目１８番１７号, 地下１階,株式会社金田中,飲食店営業,3549-1547,3549-1547,3中保生食ほ第1926号,2021/12/1,2021/12/1,,181,金田中,03,03-3549-1547,,,,中央区銀座７丁目１８番１７号,東京都中央区銀座７丁目１８番１７号, 地下１階,72959,13,13102,銀座７,,2021/12/01,2021/12/01,,,株式会社金田中,,03-3549-1547,,,,,,,,3中保生食ほ第1926号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,金田中03-3549-15477295913102,3fa4b990-bc93-4ba0-a173-16bee7a1e168,株式会社金田中,2b59ec6e-2b97-4552-964d-a8deaa2c236f,2b78bce5-39be-46a4-913b-faa0b15bf030,2021/12/01,金田中,金田中,株式会社金田中
金田中,中央区銀座７丁目１８番１７号  地下１階,中央区銀座７丁目１８番１７号, 地下１階,株式会社金田中,食肉販売業,3549-1547,3549-1547,3中保生食ほ第1928号,2021/12/1,2021/12/1,,181,金田中,03,03-3549-1547,,,,中央区銀座７丁目１８番１７号,東京都中央区銀座７丁目１８番１７号, 地下１階,72959,13,13102,銀座７,,2021/12/01,2021/12/01,,,株式会社金田中,,03-3549-1547,,,,,,,,3中保生食ほ第1928号,,食肉販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,583,,金田中03-3549-15477295913102,3fa4b990-bc93-4ba0-a173-16bee7a1e168,株式会社金田中,2b59ec6e-2b97-4552-964d-a8deaa2c236f,f3467b24-ea31-4e77-8f65-ffe145b8c46f,2021/12/01,金田中,金田中,株式会社金田中
金田中,中央区銀座７丁目１８番１７号  地下１階,中央区銀座７丁目１８番１７号, 地下１階,株式会社金田中,魚介類販売業,3549-1547,3541-2556,3中保生食ほ第1929号,2021/12/1,2021/12/1,,181,金田中,03,03-3549-1547,,,,中央区銀座７丁目１８番１７号,東京都中央区銀座７丁目１８番１７号, 地下１階,72959,13,13102,銀座７,,2021/12/01,2021/12/01,,,株式会社金田中,,03-3541-2556,,,,,,,,3中保生食ほ第1929号,,魚介類販売業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,,,金田中03-3549-15477295913102,3fa4b990-bc93-4ba0-a173-16bee7a1e168,株式会社金田中,2b59ec6e-2b97-4552-964d-a8deaa2c236f,c078ec47-3f8b-4c31-aa9c-f9f4d63f9795,2021/12/01,金田中,金田中,株式会社金田中
金田中,中央区銀座７丁目１８番１７号  地下１階,中央区銀座７丁目１８番１７号, 地下１階,株式会社金田中,菓子製造業,3549-1547,3549-1547,3中保生食ほ第1927号,2021/12/1,2021/12/1,,181,金田中,03,03-3549-1547,,,,中央区銀座７丁目１８番１７号,東京都中央区銀座７丁目１８番１７号, 地下１階,72959,13,13102,銀座７,,2021/12/01,2021/12/01,,,株式会社金田中,,03-3549-1547,,,,,,,,3中保生食ほ第1927号,,菓子製造業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,金田中03-3549-15477295913102,3fa4b990-bc93-4ba0-a173-16bee7a1e168,株式会社金田中,2b59ec6e-2b97-4552-964d-a8deaa2c236f,edf74668-5844-42a4-9ab4-eb22bc283c33,2021/12/01,金田中,金田中,株式会社金田中
金田中,中央区銀座７丁目１８番１７号  地下１階,中央区銀座７丁目１８番１７号, 地下１階,株式会社金田中,そうざい製造業,3549-1547,3549-1547,3中保生食ほ第1930号,2021/12/1,2021/12/1,,181,金田中,03,03-3549-1547,,,,中央区銀座７丁目１８番１７号,東京都中央区銀座７丁目１８番１７号, 地下１階,72959,13,13102,銀座７,,2021/12/01,2021/12/01,,,株式会社金田中,,03-3549-1547,,,,,,,,3中保生食ほ第1930号,,そうざい製造業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,金田中03-3549-15477295913102,3fa4b990-bc93-4ba0-a173-16bee7a1e168,株式会社金田中,2b59ec6e-2b97-4552-964d-a8deaa2c236f,2da19231-9f85-45fb-92a1-b40fc709c0da,2021/12/01,金田中,金田中,株式会社金田中
しゃぶしゃぶすき焼きステーキ兜　銀座店,中央区銀座８丁目２番１号  ニッタビル　２階,中央区銀座８丁目２番１号,ニッタビル ２階,株式会社ジャパンチキンフードサービス,飲食店営業,3573-8629,078-333-6556,3中保生食ほ第1950号,2021/12/14,2021/12/14,,181,しゃぶしゃぶすき焼きステーキ兜　銀座店,03,03-3573-8629,,,,中央区銀座８丁目２番１号,東京都中央区銀座８丁目２番１号,ニッタビル ２階,72960,13,13102,銀座８,,2021/12/14,2021/12/14,,,株式会社ジャパンチキンフードサービス,,078-333-6556,,,,,,,,3中保生食ほ第1950号,,飲食店営業,,,,181_東京都_中央区保健所_食品衛生(許可-届出)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,しゃぶしゃぶすき焼きステキ兜銀座店03-3573-86297296013102,f22f4f4c-ee6f-4190-b7bc-a50f9b53fc27,株式会社ジャパンチキンフードサービス,6b9bd5a7-3d49-46aa-a431-5afca6c9d5fa,aa4e8509-ab72-4010-94dd-9e9e24588864,2021/12/14,しゃぶしゃぶすき焼きステーキ兜　銀座店,しゃぶしゃぶすき焼きステキ兜銀座店,株式会社ジャパンチキンフードサービス
