（営業施設）","町域
（営業施設）","番地等
（営業施設）",,"マンション名等
（営業施設）","電話番号
（営業施設）",営業の種類,許可番号,初回許可年月日,許可年月日,許可開始日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
2021/11/9,山梨ヤクルト販賣株式会社,,上田文彦,山梨県,甲府市,下飯田１丁目３番２号,,,,055-237-8960,山梨ヤクルト販売株式会社000000028,,山梨県,富士吉田市,下吉田,6-6-25,６－６－２５,,0120-014-210,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,山梨ヤクルト販売株式会社000000028,0555,0120-014-210,,,,山梨県　富士吉田市　下吉田　６－６－２５,山梨県富士吉田市下吉田６－６－２５,,100117,19,19202,下吉田６,2021/11/09,,,,,山梨ヤクルト販賣株式会社, 上田文彦,055-237-8960,山梨県　甲府市　下飯田１丁目３番２号　,山梨県甲府市下飯田１丁目３番２号,,99917,山梨県,甲府市,下飯田１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,山梨ヤクルト販売株式会社０００００００２８0120-014-21010011719202,c839b484-f97d-46d5-a69a-3d87534fada6,山梨ヤクルト販賣株式会社99917,a9b8c319-8b02-435d-a1cc-99526c56fa91,ea35972d-81e9-4aea-b038-b4d4a6732852,2021/11/09,山梨ヤクルト販売株式会社０００００００２８,山梨ヤクルト販売株式会社０００００００２８,山梨ヤクルト販賣株式会社
2021/11/9,山梨ヤクルト販賣株式会社,,上田文彦,山梨県,甲府市,下飯田１丁目３番２号,,,,055-237-8960,山梨ヤクルト販売株式会社000900107,,山梨県,富士吉田市,新屋,1936-6,１９３６－６,,0555-21-1036,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,山梨ヤクルト販売株式会社000900107,0555,0555-21-1036,,,,山梨県　富士吉田市　新屋　１９３６－６,山梨県富士吉田市新屋１９３６－６,,100053,19,19202,新屋,2021/11/09,,,,,山梨ヤクルト販賣株式会社, 上田文彦,055-237-8960,山梨県　甲府市　下飯田１丁目３番２号　,山梨県甲府市下飯田１丁目３番２号,,99917,山梨県,甲府市,下飯田１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,山梨ヤクルト販売株式会社０００９００１０７0555-21-103610005319202,8763b10b-d393-4881-a0fd-c9a87e615045,山梨ヤクルト販賣株式会社99917,a9b8c319-8b02-435d-a1cc-99526c56fa91,01409fb1-2a3c-429c-964d-6e029bfa3b2e,2021/11/09,山梨ヤクルト販売株式会社０００９００１０７,山梨ヤクルト販売株式会社０００９００１０７,山梨ヤクルト販賣株式会社
2021/11/9,山梨ヤクルト販賣株式会社,,上田文彦,山梨県,甲府市,下飯田１丁目３番２号,,,,055-237-8960,山梨ヤクルト販売株式会社000000145,,山梨県,南都留郡富士河口湖町,船津,5088,５０８８,,0555-72-1207,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,山梨ヤクルト販売株式会社000000145,0555,0555-72-1207,,,,山梨県　南都留郡富士河口湖町　船津　５０８８,山梨県南都留郡富士河口湖町船津５０８８,,100935,19,19430,船津,2021/11/09,,,,,山梨ヤクルト販賣株式会社, 上田文彦,055-237-8960,山梨県　甲府市　下飯田１丁目３番２号　,山梨県甲府市下飯田１丁目３番２号,,99917,山梨県,甲府市,下飯田１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,山梨ヤクルト販売株式会社００００００１４５0555-72-120710093519430,b9da3d24-4890-4604-a53f-cd0c185d1674,山梨ヤクルト販賣株式会社99917,a9b8c319-8b02-435d-a1cc-99526c56fa91,20831054-f79f-4173-8a16-ba4fbfa31f63,2021/11/09,山梨ヤクルト販売株式会社００００００１４５,山梨ヤクルト販売株式会社００００００１４５,山梨ヤクルト販賣株式会社
2021/11/9,山梨ヤクルト販賣株式会社,,上田文彦,山梨県,甲府市,下飯田１丁目３番２号,,,,055-237-8960,山梨ヤクルト販売株式会社吉田センター,,山梨県,富士吉田市,下吉田,6-25-39,６－２５－３９,,0555-22-8348,⑬ その他の食料・飲料販売業,,,,,,168,山梨ヤクルト販売株式会社吉田センター,0555,0555-22-8348,,,,山梨県　富士吉田市　下吉田　６－２５－３９,山梨県富士吉田市下吉田６－２５－３９,,100117,19,19202,下吉田６,2021/11/09,,,,,山梨ヤクルト販賣株式会社, 上田文彦,055-237-8960,山梨県　甲府市　下飯田１丁目３番２号　,山梨県甲府市下飯田１丁目３番２号,,99917,山梨県,甲府市,下飯田１,,,食料品販売業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,A,58,581,5811,山梨ヤクルト販売株式会社吉田センタ0555-22-834810011719202,f47e73f9-3b38-4d32-8631-cae5a3fad28b,山梨ヤクルト販賣株式会社99917,a9b8c319-8b02-435d-a1cc-99526c56fa91,85c0d88a-3870-49c9-ab9a-d88cdc2aeb25,2021/11/09,山梨ヤクルト販売株式会社吉田センター,山梨ヤクルト販売株式会社吉田センタ,山梨ヤクルト販賣株式会社
2021/11/9,山梨ヤクルト販賣株式会社,,上田文彦,山梨県,甲府市,下飯田１丁目３番２号,,,,055-237-8960,山梨ヤクルト販売株式会社上野原センター,,山梨県,上野原市,上野原,2118,２１１８,,0554-63-2629,⑬ その他の食料・飲料販売業,,,,,,168,山梨ヤクルト販売株式会社上野原センター,0554,0554-63-2629,,,,山梨県　上野原市　上野原　２１１８,山梨県上野原市上野原２１１８,,100644,19,19212,上野原,2021/11/09,,,,,山梨ヤクルト販賣株式会社, 上田文彦,055-237-8960,山梨県　甲府市　下飯田１丁目３番２号　,山梨県甲府市下飯田１丁目３番２号,,99917,山梨県,甲府市,下飯田１,,,食料品販売業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,A,58,581,5811,山梨ヤクルト販売株式会社上野原センタ0554-63-262910064419212,c01df1ee-de93-4549-b6da-d4f5a03f35ce,山梨ヤクルト販賣株式会社99917,a9b8c319-8b02-435d-a1cc-99526c56fa91,c3410766-bf97-45a4-866e-5b96c167df2e,2021/11/09,山梨ヤクルト販売株式会社上野原センター,山梨ヤクルト販売株式会社上野原センタ,山梨ヤクルト販賣株式会社
2021/11/9,株式会社ケイ・ケイ・エス,,松村卓,神奈川県,相模原市中央区,千代田,三丁目19番9号-107,３丁目１９番９号,１０７,042-776-5115,タイワンキッチン可可,,山梨県,富士吉田市,新西原,5-6-1,５－６－１,,,⑬ その他の食料・飲料販売業,,,,,,168,タイワンキッチン可可,0555,,,,,山梨県　富士吉田市　新西原　５－６－１,山梨県富士吉田市新西原５－６－１,,100102,19,19202,新西原５,2021/11/09,,,,,株式会社ケイ・ケイ・エス, 松村卓,042-776-5115,神奈川県　相模原市中央区　千代田　３丁目１９番９号,神奈川県相模原市中央区千代田３丁目１９番９号,１０７,80747,神奈川県,相模原市中央区,千代田３,,,食料品販売業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,A,58,581,5811,タイワンキッチン可可10010219202,6fe3e445-9055-4e74-be39-8115bb21da15,株式会社ケイ・ケイ・エス80747,ffb6c5d8-de50-4d02-b18e-3ad239f3f6bb,1cceb2b4-f6ae-44b9-809f-13022baccf55,2021/11/09,タイワンキッチン可可,タイワンキッチン可可,株式会社ケイ・ケイ・エス
2021/11/9,山梨ヤクルト販賣株式会社,,上田文彦,山梨県,甲府市,下飯田１丁目３番２号,,,,055-237-8960,山梨ヤクルト販売株式会社Z88-0226,,山梨県,南都留郡鳴沢村,鳴沢,8532-5,８５３２－５,,0555-85-3126,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,山梨ヤクルト販売株式会社Z88-0226,0555,0555-85-3126,,,,山梨県　南都留郡鳴沢村　鳴沢　８５３２－５,山梨県南都留郡鳴沢村鳴沢８５３２－５,,100922,19,19429,,2021/11/09,,,,,山梨ヤクルト販賣株式会社, 上田文彦,055-237-8960,山梨県　甲府市　下飯田１丁目３番２号　,山梨県甲府市下飯田１丁目３番２号,,99917,山梨県,甲府市,下飯田１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,山梨ヤクルト販売株式会社Ｚ８８０２２６0555-85-312610092219429,89908a45-8ea6-4bb4-a887-b5c611a76d8f,山梨ヤクルト販賣株式会社99917,a9b8c319-8b02-435d-a1cc-99526c56fa91,352e0a0e-4f16-4049-9ffc-7fcc0df7fa27,2021/11/09,山梨ヤクルト販売株式会社Ｚ８８－０２２６,山梨ヤクルト販売株式会社Ｚ８８０２２６,山梨ヤクルト販賣株式会社
2021/11/9,山梨ヤクルト販賣株式会社,,上田文彦,山梨県,甲府市,下飯田１丁目３番２号,,,,055-237-8960,山梨ヤクルト販売株式会社000000036,,山梨県,南都留郡鳴沢村,鳴沢,8531-71,８５３１－７１,,0555-85-3663,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,,,,,168,山梨ヤクルト販売株式会社000000036,0555,0555-85-3663,,,,山梨県　南都留郡鳴沢村　鳴沢　８５３１－７１,山梨県南都留郡鳴沢村鳴沢８５３１－７１,,100922,19,19429,,2021/11/09,,,,,山梨ヤクルト販賣株式会社, 上田文彦,055-237-8960,山梨県　甲府市　下飯田１丁目３番２号　,山梨県甲府市下飯田１丁目３番２号,,99917,山梨県,甲府市,下飯田１,,,コップ式自動販売機,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,61,612,,山梨ヤクルト販売株式会社０００００００３６0555-85-366310092219429,83405c34-131f-41bf-b95b-588eda92bd78,山梨ヤクルト販賣株式会社99917,a9b8c319-8b02-435d-a1cc-99526c56fa91,6639f126-58f0-4dde-b274-f7ada5aab13a,2021/11/09,山梨ヤクルト販売株式会社０００００００３６,山梨ヤクルト販売株式会社０００００００３６,山梨ヤクルト販賣株式会社
2021/11/9,白倉信子,,,山梨県,上野原市,野田尻,1948,１９４８,,,ひまわり,,山梨県,上野原市,野田尻,1948,１９４８,,0554-66-2950,⑪ 菓子製造業,山梨県指令富東福第7838号,2016/8/8,2021/12/2,2022/1/1,,168,ひまわり,0554,0554-66-2950,,,,山梨県　上野原市　野田尻　１９４８,山梨県上野原市野田尻１９４８,,100659,19,19212,野田尻,2021/11/09,2016/08/08,2021/12/02,2022/01/01,,,白倉信子  ,,山梨県　上野原市　野田尻　１９４８,山梨県上野原市野田尻１９４８,,100659,山梨県,上野原市,野田尻,山梨県指令富東福第7838号,,菓子製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,,,ひまわり0554-66-295010065919212,94dad303-1ecc-40af-a9c6-77a20974287c,100659,personal,86be9cbb-35f5-4b76-a678-8085d61d3b8a,2021/12/02,ひまわり,ひまわり,
2021/11/9,渡邉政和,,,山梨県,富士吉田市,竜ケ丘,1-10-1,１－１０－１,,,フィトンチッド,,山梨県,南都留郡富士河口湖町,船津,字沼7186-1,字沼７１８６－１,,0555-75-0181,① 飲食店営業,山梨県指令富東福第7913号,2015/11/2,2021/12/6,2022/1/1,,168,フィトンチッド,0555,0555-75-0181,,,,山梨県　南都留郡富士河口湖町　船津　字沼７１８６－１,山梨県南都留郡富士河口湖町船津字沼７１８６－１,,100935,19,19430,船津,2021/11/09,2015/11/02,2021/12/06,2022/01/01,,,渡邉政和  ,,山梨県　富士吉田市　竜ケ丘　１－１０－１,山梨県富士吉田市竜が丘１－１０－１,,100091,山梨県,富士吉田市,竜が丘１,山梨県指令富東福第7913号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,フィトンチッド0555-75-018110093519430,2c70b6ff-000e-4c8d-b954-6ab7445eb595,100091,personal,cce6f212-98f4-4d68-8736-3d8f236cfa07,2021/12/06,フィトンチッド,フィトンチッド,
2021/12/1,アフターゲームカフェ株式会社,,細井雅也,山梨県,韮崎市,藤井町駒井,1096-27,１０９６－２７,,,八ヶ岳珈琲,,山梨県,韮崎市,藤井町北下條,5－5,５－５,,0551-45-7405,⑯ コーヒー製造・加工業（飲料の製造を除く。）,,,,,,165,八ヶ岳珈琲,0551,0551-45-7405,,,,山梨県　韮崎市　藤井町北下條　５－５,山梨県韮崎市藤井町北下条５－５,,100322,19,19207,藤井町北下条,2021/12/01,,,,,アフターゲームカフェ株式会社, 細井雅也,,山梨県　韮崎市　藤井町駒井　１０９６－２７,山梨県韮崎市藤井町駒井１０９６－２７,,100323,山梨県,韮崎市,藤井町駒井,,,コーヒー製造・加工業,（飲料の製造を除く。）,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,10,103,1032,八ヶ岳珈琲0551-45-740510032219207,1d4187e2-47b1-4259-ade4-935697fd8378,アフターゲームカフェ株式会社100323,3e45a1b3-4714-4acb-98bb-d550440a7982,82809de6-ac72-40ff-afe5-6dcf73174b87,2021/12/01,八ヶ岳珈琲,八ヶ岳珈琲,アフターゲームカフェ株式会社
2021/12/1,げんき夢こども園,,宮本知子,山梨県,中巨摩郡昭和町,河東中島,748-2,７４８－２,,055-268-5577,げんき夢こども園,,山梨県,中巨摩郡昭和町,河東中島,748-2,７４８－２,,055-268-5577,㉖ 集団給食施設,,,,,,165,げんき夢こども園,055,055-268-5577,,,,山梨県　中巨摩郡昭和町　河東中島　７４８－２,山梨県中巨摩郡昭和町河東中島７４８－２,,100909,19,19384,河東中島,2021/12/01,,,,,げんき夢こども園,宮本知子,055-268-5577,山梨県　中巨摩郡昭和町　河東中島　７４８－２,山梨県中巨摩郡昭和町河東中島７４８－２,,100909,山梨県,中巨摩郡昭和町,河東中島,,,給食施設,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,77,,,げんき夢こども園055-268-557710090919384,dcac38db-8fd3-4031-a9c1-3f3a85f63e5a,100909,personal,f0ccb27f-184f-4a4e-8577-8ad66bfdd2bf,2021/12/01,げんき夢こども園,げんき夢こども園,げんき夢こども園
2021/12/1,株式会社    糸,,井上勇士,山梨県,甲斐市,団子新居,４１９－１０,４１９－１０,,,スイーツ銀の糸    昭和,,山梨県,中巨摩郡昭和町,上河東,７６－１,７６－１,ソレイユN１０１,055-288-0768,⑪ 菓子製造業,山梨県指令中北福第155号-545,2021/12/7,2021/12/7,2021/12/7,,165,スイーツ銀の糸    昭和,055,055-288-0768,,,,山梨県　中巨摩郡昭和町　上河東　７６－１,山梨県中巨摩郡昭和町上河東７６－１,ソレイユN１０１,100910,19,19384,上河東,2021/12/01,2021/12/07,2021/12/07,2021/12/07,,株式会社    糸, 井上勇士,,山梨県　甲斐市　団子新居　４１９－１０,山梨県甲斐市団子新居４１９－１０,,100528,山梨県,甲斐市,団子新居,山梨県指令中北福第155号-545,,菓子製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,,,スイツ銀の糸昭和055-288-076810091019384,cc6f2539-fede-477d-8677-6ae120f4ee80,株式会社　糸100528,65a0300d-02d8-4d03-bf47-4c64d6c70d37,0d509667-4bc4-450c-bb1f-e00ddab17f03,2021/12/07,スイーツ銀の糸　昭和,スイツ銀の糸昭和,株式会社　糸
2021/12/1,有限会社ムカワ製作所,,武川幸治,山梨県,笛吹市,御坂町栗合,15-4,１５－４,,055-262-6895,有限会社ムカワ製作所,,山梨県,笛吹市,御坂町栗合,15-4,１５－４,,,㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）,,,,,,166,有限会社ムカワ製作所,055,,,,,山梨県　笛吹市　御坂町栗合　１５－４,山梨県笛吹市御坂町栗合１５－４,,100613,19,19211,御坂町栗合,2021/12/01,,,,,有限会社ムカワ製作所, 武川幸治,055-262-6895,山梨県　笛吹市　御坂町栗合　１５－４,山梨県笛吹市御坂町栗合１５－４,,100613,山梨県,笛吹市,御坂町栗合,,,器具・容器・おもちゃ製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,18,,,有限会社ムカワ製作所10061319211,18482e97-9217-46fd-ab26-623d1f1cd4ce,有限会社ムカワ製作所100613,396fb76a-0b22-478a-a1ae-b616546e8699,5207a116-2bf3-4712-9bd7-5845b2cf8e0b,2021/12/01,有限会社ムカワ製作所,有限会社ムカワ製作所,有限会社ムカワ製作所
2021/12/1,高山ロルデスヴェヌス,,,山梨県,笛吹市,石和町四日市場,173-1,１７３－１,,,ニュークラブ    マドンナ,,山梨県,笛吹市,石和町川中島,74-1,７４－１,,055-242-9090,① 飲食店営業,山梨県指令峡東福第4488号,2021/12/9,2021/12/9,2021/12/9,,166,ニュークラブ    マドンナ,055,055-242-9090,,,,山梨県　笛吹市　石和町川中島　７４－１,山梨県笛吹市石和町川中島７４－１,,100545,19,19211,石和町川中島,2021/12/01,2021/12/09,2021/12/09,2021/12/09,,,高山ロルデスヴェヌス  ,,山梨県　笛吹市　石和町四日市場　１７３－１,山梨県笛吹市石和町四日市場１７３－１,,100558,山梨県,笛吹市,石和町四日市場,山梨県指令峡東福第4488号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ニュクラブマドンナ055-242-909010054519211,b14f1dfe-d806-48f4-a145-1b4d27e0e6fe,100558,personal,395bdf21-a31a-4478-983e-a320624d82d9,2021/12/09,ニュークラブ　マドンナ,ニュクラブマドンナ,
2021/12/1,株式会社あきんどスシロー,,堀江陽,大阪府,吹田市,江坂町,1-22-2,１－２２－２,,06-6368-1001,スシロー河口湖BELL店,,山梨県,南都留郡富士河口湖町,船津,2986,２９８６,,0555-83-5750,① 魚介類販売業（包装済みの魚介類のみの販売）,,,,,,168,スシロー河口湖BELL店,0555,0555-83-5750,,,,山梨県　南都留郡富士河口湖町　船津　２９８６,山梨県南都留郡富士河口湖町船津２９８６,,100935,19,19430,船津,2021/12/01,,,,,株式会社あきんどスシロー, 堀江陽,06-6368-1001,大阪府　吹田市　江坂町　１－２２－２,大阪府吹田市江坂町１－２２－２,,157696,大阪府,吹田市,江坂町１,,,魚介類販売業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,58,,,スシロ河口湖ＢＥＬＬ店0555-83-575010093519430,1d37b036-b5df-4838-8c19-026d2c7b42fe,株式会社あきんどスシロー157696,ecf09d40-fb84-41b6-ba5b-f0385f837a18,e7aeb6d5-8e4a-4248-a79a-a40684b5c6e3,2021/12/01,スシロー河口湖ＢＥＬＬ店,スシロ河口湖ＢＥＬＬ店,株式会社あきんどスシロー
2021/12/1,一般財団法人    防衛弘済会,,山本一利,東京都,新宿区,北山伏町,1-11,１－１１,,03-5946-8701,ローソン    自衛隊北富士駐屯地,,山梨県,南都留郡忍野村,忍草,3093,３０９３,自衛隊北富士駐屯地内,0555-84-3711,① 飲食店営業,山梨県指令富東福第8010号,2021/12/8,2021/12/8,2021/12/8,,168,ローソン    自衛隊北富士駐屯地,0555,0555-84-3711,,,,山梨県　南都留郡忍野村　忍草　３０９３,山梨県南都留郡忍野村忍草３０９３,自衛隊北富士駐屯地内,100920,19,19424,忍草,2021/12/01,2021/12/08,2021/12/08,2021/12/08,,一般財団法人    防衛弘済会, 山本一利,03-5946-8701,東京都　新宿区　北山伏町　１－１１,東京都新宿区北山伏町１－１１,,73210,東京都,新宿区,北山伏町,山梨県指令富東福第8010号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ロソン自衛隊北富士駐屯地0555-84-371110092019424,5f0156e0-8ae2-4dce-a0f8-59673839e42a,一般財団法人　防衛弘済会73210,83d4d83b-66a4-4b7b-a600-f2145b1cda21,43c6c732-99a8-48ec-ac62-f22c37431e93,2021/12/08,ローソン　自衛隊北富士駐屯地,ロソン自衛隊北富士駐屯地,一般財団法人　防衛弘済会
2021/12/1,一般財団法人    防衛弘済会,,山本一利,東京都,新宿区,北山伏町,1-11,１－１１,,03-5946-8701,ローソン    自衛隊北富士駐屯地,,山梨県,南都留郡忍野村,忍草,3093,３０９３,自衛隊北富士駐屯地内,0555-84-3711,⑩ コンビニエンスストア,,,,,,168,ローソン    自衛隊北富士駐屯地,0555,0555-84-3711,,,,山梨県　南都留郡忍野村　忍草　３０９３,山梨県南都留郡忍野村忍草３０９３,自衛隊北富士駐屯地内,100920,19,19424,忍草,2021/12/01,,,,,一般財団法人    防衛弘済会, 山本一利,03-5946-8701,東京都　新宿区　北山伏町　１－１１,東京都新宿区北山伏町１－１１,,73210,東京都,新宿区,北山伏町,,,コンビニエンスストア,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,58,589,5891,ロソン自衛隊北富士駐屯地0555-84-371110092019424,5f0156e0-8ae2-4dce-a0f8-59673839e42a,一般財団法人　防衛弘済会73210,83d4d83b-66a4-4b7b-a600-f2145b1cda21,724f9f51-10da-4999-98ad-8563de9c6822,2021/12/01,ローソン　自衛隊北富士駐屯地,ロソン自衛隊北富士駐屯地,一般財団法人　防衛弘済会
2021/12/1,太田咲,,,山梨県,南都留郡山中湖村,平野,2413-6,２４１３－６,,,patisserie  tsumugi,,山梨県,南都留郡山中湖村,平野,2413-6,２４１３－６,,0555-65-6080,⑪ 菓子製造業,山梨県指令富東福第8009号,2021/12/8,2021/12/8,2021/12/8,,168,patisserie  tsumugi,0555,0555-65-6080,,,,山梨県　南都留郡山中湖村　平野　２４１３－６,山梨県南都留郡山中湖村平野２４１３－６,,100928,19,19425,平野,2021/12/01,2021/12/08,2021/12/08,2021/12/08,,,太田咲  ,,山梨県　南都留郡山中湖村　平野　２４１３－６,山梨県南都留郡山中湖村平野２４１３－６,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第8009号,,菓子製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,,,ｐａｔｉｓｓｅｒｉｅｔｓｕｍｕｇｉ0555-65-608010092819425,7be2b473-b48f-427f-8e5b-ec524814c42d,100928,personal,e2fb8b24-9e39-4c9b-9c55-e83afc99e664,2021/12/08,ｐａｔｉｓｓｅｒｉｅ　ｔｓｕｍｕｇｉ,ｐａｔｉｓｓｅｒｉｅｔｓｕｍｕｇｉ,
2021/12/10,株式会社コスモス薬品,,横山英昭,福岡県,福岡市博多区,博多駅東２丁目１０番 １号,,,第一福岡ビルＳ館４階,092-433-0660,ドラッグコスモス甲府アルプス通り店,,山梨県,中巨摩郡昭和町,清水新居,1-4,１－４,,055-223-3050,⑪ 百貨店、総合スーパー,,,,,,165,ドラッグコスモス甲府アルプス通り店,055,055-223-3050,,,,山梨県　中巨摩郡昭和町　清水新居　１－４,山梨県中巨摩郡昭和町清水新居１－４,,100914,19,19384,清水新居,2021/12/10,,,,,株式会社コスモス薬品, 横山英昭,092-433-0660,福岡県　福岡市博多区　博多駅東２丁目１０番 １号　,福岡県福岡市博多区博多駅東２丁目１０番１号,第一福岡ビルＳ館４階,200144,福岡県,福岡市博多区,博多駅東２,,,百貨店、総合スーパー,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,56,561,5611,ドラッグコスモス甲府アルプス通り店055-223-305010091419384,0a69b32f-e600-4465-ab24-5470ab0b0f42,株式会社コスモス薬品200144,d283edd9-5669-4618-9e0c-37b4bbaf3809,aba9c3e9-a0fb-45bc-9f78-c657808db2ec,2021/12/10,ドラッグコスモス甲府アルプス通り店,ドラッグコスモス甲府アルプス通り店,株式会社コスモス薬品
2021/12/10,時田真子,,,山梨県,南アルプス市,鏡中條,96-6,９６－６,,,TEANA,,山梨県,南アルプス市,鏡中條,96-6,９６－６,,,㉑ 製茶業,,,,,,165,TEANA,055,,,,,山梨県　南アルプス市　鏡中條　９６－６,山梨県南アルプス市鏡中条９６－６,,100379,19,19208,鏡中条,2021/12/10,,,,,,時田真子  ,,山梨県　南アルプス市　鏡中條　９６－６,山梨県南アルプス市鏡中条９６－６,,100379,山梨県,南アルプス市,鏡中条,,,製茶業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,10,103,1031,ＴＥＡＮＡ10037919208,57bf1f56-dd57-4098-8cc9-eee268cb406e,100379,personal,f929ca96-4b88-47de-96c3-a06d87257858,2021/12/10,ＴＥＡＮＡ,ＴＥＡＮＡ,
2021/12/10,佐藤祐樹,,,山梨県,北杜市,大泉町西井出,8240－7540,８２４０－７５４０,,,炭火処    心粋,,山梨県,北杜市,大泉町西井出,８２４０－７５４０,８２４０－７５４０,,0551-37-6128,① 飲食店営業,山梨県指令中北福第155号-560,2021/12/28,2021/12/28,2021/12/28,,165,炭火処    心粋,0551,0551-37-6128,,,,山梨県　北杜市　大泉町西井出　８２４０－７５４０,山梨県北杜市大泉町西井出８２４０－７５４０,,100434,19,19209,大泉町西井出,2021/12/10,2021/12/28,2021/12/28,2021/12/28,,,佐藤祐樹  ,,山梨県　北杜市　大泉町西井出　８２４０－７５４０,山梨県北杜市大泉町西井出８２４０－７５４０,,100434,山梨県,北杜市,大泉町西井出,山梨県指令中北福第155号-560,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,炭火処心粋0551-37-612810043419209,3dc29f51-19bf-45a6-a481-778272171b4a,100434,personal,75aaac5e-ad6a-45ee-a52b-74841d590d84,2021/12/28,炭火処　心粋,炭火処心粋,
