（営業施設）","町域
（営業施設）","番地等
（営業施設）",,"マンション名等
（営業施設）","電話番号
（営業施設）",営業の種類,許可番号,初回許可年月日,許可年月日,許可開始日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
2021/8/24,有限会社小野商店,,小野忠男,山梨県,北杜市,武川町三吹,2143,２１４３,,0551-26-2020,有限会社    小野商店,,山梨県,北杜市,武川町三吹,２１５７－１,２１５７－１,,0551-26-2020,⑪ 百貨店、総合スーパー,,,,,,165,有限会社    小野商店,0551,0551-26-2020,,,,山梨県　北杜市　武川町三吹　２１５７－１,山梨県北杜市武川町三吹２１５７－１,,100492,19,19209,武川町三吹,2021/08/24,,,,,有限会社小野商店, 小野忠男,0551-26-2020,山梨県　北杜市　武川町三吹　２１４３,山梨県北杜市武川町三吹２１４３,,100492,山梨県,北杜市,武川町三吹,,,百貨店、総合スーパー,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,I,56,561,5611,有限会社小野商店0551-26-202010049219209,469bb0d1-36ee-468b-bcde-749799ba8349,有限会社小野商店100492,4c48e13d-b4e8-4558-9e0c-cdb327330339,95814b28-9308-46e2-be51-4efc68123510,2021/08/24,有限会社　小野商店,有限会社小野商店,有限会社小野商店
2021/8/24,株式会社ろすまりん,,望月春男,山梨県,甲斐市,宇津谷,4548,４５４８,,0551-28-5440,株式会社ろすまりん,,山梨県,甲斐市,宇津谷,4548,４５４８,,0551-28-5440,㉔ その他の食料品製造・加工業,,,,,,165,株式会社ろすまりん,0551,0551-28-5440,,,,山梨県　甲斐市　宇津谷　４５４８,山梨県甲斐市宇津谷４５４８,,100505,19,19210,宇津谷,2021/08/24,,,,,株式会社ろすまりん, 望月春男,0551-28-5440,山梨県　甲斐市　宇津谷　４５４８,山梨県甲斐市宇津谷４５４８,,100505,山梨県,甲斐市,宇津谷,,,その他の食料品製造・加工業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,99,,株式会社ろすまりん0551-28-544010050519210,43cff29f-b4f1-4ed9-bd22-7d3c48f95365,株式会社ろすまりん100505,f8d0a58b-83a1-4403-bac9-bbc66f15c7cc,edebd9cc-d68b-4430-ab20-3e36f0fa57e2,2021/08/24,株式会社ろすまりん,株式会社ろすまりん,株式会社ろすまりん
2021/8/24,株式会社Dreammap,,小林正広,山梨県,甲府市,北口1丁目,3-10,３－１０,,055-222-8739,鰹のわら焼き    熊鰹南アルプス店,,山梨県,南アルプス市,小笠原,1333-4,１３３３－４,,055-288-8885,① 飲食店営業,山梨県指令中北福第155号-386,2021/9/10,2021/9/10,2021/9/10,,165,鰹のわら焼き    熊鰹南アルプス店,055,055-288-8885,,,,山梨県　南アルプス市　小笠原　１３３３－４,山梨県南アルプス市小笠原１３３３－４,,100376,19,19208,小笠原,2021/08/24,2021/09/10,2021/09/10,2021/09/10,,株式会社Dreammap, 小林正広,055-222-8739,山梨県　甲府市　北口1丁目　３－１０,山梨県甲府市北口１丁目３－１０,,99887,山梨県,甲府市,北口１,山梨県指令中北福第155号-386,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,鰹のわら焼き熊鰹南アルプス店055-288-888510037619208,81e9a22b-6dde-4dde-813d-e157c78212fc,株式会社Ｄｒｅａｍｍａｐ99887,bba3cdb4-fa64-422f-8680-2370713f261a,f1f52aaf-f18a-4777-9399-4d69cfb6cc5d,2021/09/10,鰹のわら焼き　熊鰹南アルプス店,鰹のわら焼き熊鰹南アルプス店,株式会社Ｄｒｅａｍｍａｐ
2021/8/24,府川宏,,,神奈川県,横浜市南区,別所,5-1-9,５－１－９,,,B＆Ｂ    碧い空,,山梨県,北杜市,小淵沢町上笹尾,３３３２－２７５,３３３２－２７５,,0551-36-5975,① 飲食店営業,山梨県指令中北福第155号-387,2015/10/1,2021/9/21,2021/10/1,,165,B＆Ｂ    碧い空,0551,0551-36-5975,,,,山梨県　北杜市　小淵沢町上笹尾　３３３２－２７５,山梨県北杜市小淵沢町上笹尾３３３２－２７５,,100497,19,19209,小淵沢町上笹尾,2021/08/24,2015/10/01,2021/09/21,2021/10/01,,,府川宏  ,,神奈川県　横浜市南区　別所　５－１－９,神奈川県横浜市南区別所５－１－９,,78873,神奈川県,横浜市南区,別所５,山梨県指令中北福第155号-387,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ＢＢ碧い空0551-36-597510049719209,3b404e34-b90c-4262-a002-fc681b003a2e,78873,personal,22198e05-78f7-4953-81e0-2ef4d6d677da,2021/09/21,Ｂ＆Ｂ　碧い空,ＢＢ碧い空,
2021/8/24,大木志奈子,,,山梨県,甲斐市,岩森,1373－6,１３７３－６,,,磯王園,,山梨県,甲斐市,岩森,1373-6,１３７３－６,,,㉔ その他の食料品製造・加工業,,,,,,165,磯王園,0551,,,,,山梨県　甲斐市　岩森　１３７３－６,山梨県甲斐市岩森１３７３－６,,100502,19,19210,岩森,2021/08/24,,,,,,大木志奈子  ,,山梨県　甲斐市　岩森　１３７３－６,山梨県甲斐市岩森１３７３－６,,100502,山梨県,甲斐市,岩森,,,その他の食料品製造・加工業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,99,,磯王園10050219210,25ab767f-7724-4cbd-a13c-03c9f4f2bff0,100502,personal,a26a7e40-15d2-4777-94af-18e606b9451d,2021/08/24,磯王園,磯王園,
2021/8/24,有限会社    井筒屋,,小池緑,山梨県,北杜市,小淵沢町,1035,１０３５,,0551-36-5990,小淵沢    井筒屋,,山梨県,北杜市,小淵沢町,1035,１０３５,,0551-36-5990,① 飲食店営業,山梨県指令中北福第155号-388,1998/7/31,2021/9/30,2021/10/1,,165,小淵沢    井筒屋,0551,0551-36-5990,,,,山梨県　北杜市　小淵沢町　１０３５,山梨県北杜市小淵沢町１０３５,,100496,19,19209,小淵沢町,2021/08/24,1998/07/31,2021/09/30,2021/10/01,,有限会社    井筒屋, 小池緑,0551-36-5990,山梨県　北杜市　小淵沢町　１０３５,山梨県北杜市小淵沢町１０３５,,100496,山梨県,北杜市,小淵沢町,山梨県指令中北福第155号-388,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,小淵沢井筒屋0551-36-599010049619209,62d117dc-619d-4a15-92e2-14f2190a03a5,有限会社　井筒屋100496,f27484fd-ac08-4828-aa1a-c4b0edc17227,e1ac46a6-30e5-4d5d-a4e9-7981995714e3,2021/09/30,小淵沢　井筒屋,小淵沢井筒屋,有限会社　井筒屋
2021/8/24,五味梓,,,山梨県,笛吹市,御坂町栗合,３７－１,３７－１,,,はなとりファーム,,山梨県,笛吹市,御坂町栗合,３７－１,３７－１,,,⑰ 農産保存食料品製造・加工業,,,,,,166,はなとりファーム,055,,,,,山梨県　笛吹市　御坂町栗合　３７－１,山梨県笛吹市御坂町栗合３７－１,,100613,19,19211,御坂町栗合,2021/08/24,,,,,,五味梓  ,,山梨県　笛吹市　御坂町栗合　３７－１,山梨県笛吹市御坂町栗合３７－１,,100613,山梨県,笛吹市,御坂町栗合,,,農産保存食料品製造・加工業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,9,93,,はなとりファム10061319211,39c94e0a-1416-4f92-8a41-54c0dff6ebbc,100613,personal,06ef42df-4ac6-4397-9790-97b5d1c5c5fa,2021/08/24,はなとりファーム,はなとりファム,
2021/8/24,株式会社内船化学,,四條孝紀,山梨県,南巨摩郡南部町,内船,7421-1,７４２１－１,,055-664-2585,株式会社内船化学,,山梨県,南巨摩郡南部町,内船,7421-1,７４２１－１,,055-664-2585,㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）,,,,,,167,株式会社内船化学,0556,055-664-2585,,,,山梨県　南巨摩郡南部町　内船　７４２１－１,山梨県南巨摩郡南部町内船７４２１－１,,100765,19,19366,内船,2021/08/24,,,,,株式会社内船化学, 四條孝紀,055-664-2585,山梨県　南巨摩郡南部町　内船　７４２１－１,山梨県南巨摩郡南部町内船７４２１－１,,100765,山梨県,南巨摩郡南部町,内船,,,器具・容器・おもちゃ製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,18,,,株式会社内船化学055-664-258510076519366,da9d269f-ecc3-4d5b-9d17-3c5cca4694b3,株式会社内船化学100765,37872b5f-0276-4b7e-bb53-1727552b97df,1b0f606e-2043-4cbb-873b-322ccb210d4a,2021/08/24,株式会社内船化学,株式会社内船化学,株式会社内船化学
2021/8/24,天野宏,,,山梨県,南都留郡山中湖村,平野,817-2,８１７－２,,,山吹荘,,山梨県,南都留郡山中湖村,平野,817-2,８１７－２,,0555-65-7030,① 飲食店営業,山梨県指令富東福第5265号,1979/3/27,2021/9/15,2021/10/1,,168,山吹荘,0555,0555-65-7030,,,,山梨県　南都留郡山中湖村　平野　８１７－２,山梨県南都留郡山中湖村平野８１７－２,,100928,19,19425,平野,2021/08/24,1979/03/27,2021/09/15,2021/10/01,,,天野宏  ,,山梨県　南都留郡山中湖村　平野　８１７－２,山梨県南都留郡山中湖村平野８１７－２,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第5265号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,山吹荘0555-65-703010092819425,6e7bf91b-ba1c-4b6b-bf2e-db0e129b6679,100928,personal,6e4ce86c-efa1-43b4-b5ca-363acce3e2bb,2021/09/15,山吹荘,山吹荘,
2021/8/24,長田伍人,,,山梨県,南都留郡山中湖村,平野,212-2,２１２－２,,,三楽荘,,山梨県,南都留郡山中湖村,平野,213､216,２１３､２１６,,0555-65-8106,① 飲食店営業,山梨県指令富東福第5285号,1988/3/7,2021/9/16,2021/10/1,,168,三楽荘,0555,0555-65-8106,,,,山梨県　南都留郡山中湖村　平野　２１３､２１６,山梨県南都留郡山中湖村平野２１３､２１６,,100928,19,19425,平野,2021/08/24,1988/03/07,2021/09/16,2021/10/01,,,長田伍人  ,,山梨県　南都留郡山中湖村　平野　２１２－２,山梨県南都留郡山中湖村平野２１２－２,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第5285号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,三楽荘0555-65-810610092819425,92409180-3ba8-4ed1-8813-4c525c8977a0,100928,personal,a0082772-30b9-4838-87c2-152a4ff5bb70,2021/09/16,三楽荘,三楽荘,
2021/8/24,長田国良,,,山梨県,南都留郡山中湖村,平野,437-2,４３７－２,,,民宿    水明荘,,山梨県,南都留郡山中湖村,平野,437-2,４３７－２,,0555-65-8250,① 飲食店営業,山梨県指令富東福第5284号,1976/2/13,2021/9/16,2021/10/1,,168,民宿    水明荘,0555,0555-65-8250,,,,山梨県　南都留郡山中湖村　平野　４３７－２,山梨県南都留郡山中湖村平野４３７－２,,100928,19,19425,平野,2021/08/24,1976/02/13,2021/09/16,2021/10/01,,,長田国良  ,,山梨県　南都留郡山中湖村　平野　４３７－２,山梨県南都留郡山中湖村平野４３７－２,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第5284号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,民宿水明荘0555-65-825010092819425,1c3338af-e07d-46bc-a4f4-09979115cefb,100928,personal,5c889598-dca8-4d56-8f82-7a5250167f00,2021/09/16,民宿　水明荘,民宿水明荘,
2021/8/24,長田豊,,,山梨県,南都留郡山中湖村,平野,1861,１８６１,,,旅館    豊荘,,山梨県,南都留郡山中湖村,平野,1861,１８６１,,0555-65-8310,① 飲食店営業,山梨県指令富東福第5286号,1976/12/4,2021/9/16,2021/10/1,,168,旅館    豊荘,0555,0555-65-8310,,,,山梨県　南都留郡山中湖村　平野　１８６１,山梨県南都留郡山中湖村平野１８６１,,100928,19,19425,平野,2021/08/24,1976/12/04,2021/09/16,2021/10/01,,,長田豊  ,,山梨県　南都留郡山中湖村　平野　１８６１,山梨県南都留郡山中湖村平野１８６１,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第5286号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,旅館豊荘0555-65-831010092819425,c7116d43-9f30-48d0-9a1c-c8342ef0bade,100928,personal,1be3052e-f009-40a8-9c0a-1ab38dc1c3dd,2021/09/16,旅館　豊荘,旅館豊荘,
2021/8/24,長田知教,,,山梨県,南都留郡山中湖村,平野,1005,１００５,,,ペンション青い風,,山梨県,南都留郡山中湖村,平野,1005,１００５,,0555-65-8088,① 飲食店営業,山梨県指令富東福第5283号,1988/7/14,2021/9/16,2021/10/1,,168,ペンション青い風,0555,0555-65-8088,,,,山梨県　南都留郡山中湖村　平野　１００５,山梨県南都留郡山中湖村平野１００５,,100928,19,19425,平野,2021/08/24,1988/07/14,2021/09/16,2021/10/01,,,長田知教  ,,山梨県　南都留郡山中湖村　平野　１００５,山梨県南都留郡山中湖村平野１００５,,100928,山梨県,南都留郡山中湖村,平野,山梨県指令富東福第5283号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ペンション青い風0555-65-808810092819425,8e8a86f1-96a0-431c-b782-5afb62bb1297,100928,personal,95cb807e-b14d-4d4f-877f-ad00d6b18294,2021/09/16,ペンション青い風,ペンション青い風,
2021/8/24,（株）バンザイエンタープライズ,,和田壮介,兵庫県,神戸市中央区,脇浜町,1-3-1-1409,１－３－１,１４０９,078-221-0570,バンザイエンタープライズ大月作業所,,山梨県,都留市,田野倉,808-4,８０８－４,,,① 飲食店営業,山梨県指令富東福第5636号,2021/9/30,2021/9/30,2021/9/30,,168,バンザイエンタープライズ大月作業所,0554,,,,,山梨県　都留市　田野倉　８０８－４,山梨県都留市田野倉８０８－４,,100173,19,19204,田野倉,2021/08/24,2021/09/30,2021/09/30,2021/09/30,,（株）バンザイエンタープライズ, 和田壮介,078-221-0570,兵庫県　神戸市中央区　脇浜町　１－３－１,兵庫県神戸市中央区脇浜町１－３－１,１４０９,165515,兵庫県,神戸市中央区,脇浜町１,山梨県指令富東福第5636号,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,バンザイエンタプライズ大月作業所10017319204,8daf78ca-ec6f-4957-9882-8d6e7d9b5505,株式会社バンザイエンタープライズ165515,3c93d1a1-8d0d-4973-b272-280f2f3f8d68,da858984-291e-4e77-97b4-c104df469d9a,2021/09/30,バンザイエンタープライズ大月作業所,バンザイエンタプライズ大月作業所,株式会社バンザイエンタープライズ
2021/8/25,株式会社光製袋工業所,,田中大介,京都府,京都市伏見区,横大路中ノ庄町,32番地の1,３２番地の１,,075-621-1016,株式会社光製袋工業所,,山梨県,中央市,乙黒,354-10,３５４－１０,,055-298-6733,㉗ 器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）,,,,,,165,株式会社光製袋工業所,055,055-298-6733,,,,山梨県　中央市　乙黒　３５４－１０,山梨県中央市乙黒３５４－１０,,100717,19,19214,乙黒,2021/08/25,,,,,株式会社光製袋工業所, 田中大介,075-621-1016,京都府　京都市伏見区　横大路中ノ庄町　３２番地の１,京都府京都市伏見区横大路中ノ庄町３２番地ノ１,,147792,京都府,京都市伏見区,横大路中ノ庄町,,,器具・容器・おもちゃ製造業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,E,18,,,株式会社光製袋工業所055-298-673310071719214,b9ab2869-b70d-478b-85bd-ad3c8db8d149,株式会社光製袋工業所147792,3417b61e-d244-433b-aa06-425d481f97a0,44a27199-2f02-4c80-aacb-d59e1034eb55,2021/08/25,株式会社光製袋工業所,株式会社光製袋工業所,株式会社光製袋工業所
2021/8/25,株式会社ホライズン・ホテルズ,,十川隆,富山県,富山市,大手町,2番3号,２番３号,,0551-36-5121,BRILLARE,,山梨県,北杜市,小淵沢町,129-1,１２９－１,,,① 飲食店営業,山梨県指令中北福第155号-392,2015/6/24,2021/9/24,2021/10/1,,165,BRILLARE,0551,,,,,山梨県　北杜市　小淵沢町　１２９－１,山梨県北杜市小淵沢町１２９－１,,100496,19,19209,小淵沢町,2021/08/25,2015/06/24,2021/09/24,2021/10/01,,株式会社ホライズン・ホテルズ, 十川隆,0551-36-5121,富山県　富山市　大手町　２番３号,富山県富山市大手町２番３号,,90747,富山県,富山市,大手町,山梨県指令中北福第155号-392,,飲食店営業,,,,165-168_山梨県_山梨県一括_食品衛生(許可)_2022年01月まで全件_2022年02月05日現在 ,M,76,,,ＢＲＩＬＬＡＲＥ10049619209,770b8845-54e7-4c82-b093-4413e9ebdfe7,株式会社ホライズン・ホテルズ90747,9e7b34ea-36ec-450d-838f-468fc60f8adc,75bcf6ee-a335-4bdb-8090-4d5ca33eddfb,2021/09/24,ＢＲＩＬＬＡＲＥ,ＢＲＩＬＬＡＲＥ,株式会社ホライズン・ホテルズ
